f12,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f94,f95,f97,f98,f99,f100,f101,f146,f147,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f140,f141,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f142,f143,f144,f145,f148,f149,f152,f153,f154,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f292,f293,f294,f295,f296,f297,f298,f299,f300,f301,f302,f303,f304,f305,f306,f307,f308,f309,f310,f311,f312,f313,f314,f315,f316,f317,f318,f319,f320,f321,f322,f323,f324,f325,f326,f327,f328,f329,f330,f331,f332,f333,f334,f335,f336,f337,f339,f340,f341,f342,f343,f344,f345,f346,f347,f348,f349,f350,f351,f352,f353,f354,f355,f356,f357,f358,f359,f360,f361,f362,f363,f364,f365,f366,f367,f368,f369,f370,f371,f372
600519,2,1478.01,2.71,39.01,22408,3265202384.0,3.37,0.18,35.45,1.57,0.07,1,贵州茅台,1482.0,1433.52,1435.0,1439.0,2,1856672922202,1856672922202,0.0,12.45,36.84,24.94,20010827,1,-,1,-3,1478.01,1478.02,54.7,13465,8943,12455.977630365589,9.18,1256197808.0,1256197808.0,25298492025.94,12.5351,18560620625.58,0.0,18481501895.9,13093770211.16,16.6854,128986107618.55,102.6797751266162,91.6722,181624733882.27,157924872304.76,15005339642.37,4698903468.22,25889910825.91,25817912405.47,71998420.44,14.254617348918988,149104063826.74,82.09458075428755,1374964415.72,1.0945445181642572,294338960.0,80490585.0,1465490176.0,1201771040.0,263719136.0,44.88,36.81,8.08,1023590768.0,992970944.0,30619824.0,31.35,30.41,0.94,694472112.0,983920608.0,-289448496.0,21.27,30.13,-8.86,715328.0,5605799.0,-4890471.0,0.02,0.17,-0.15,0.016,0.009,24.02,0.04,0.028,-0.02,-0.005,1,4,7,酿酒行业,伊力特,600197,1,贵州板块,"白酒,标普概念,富时概念,MSCI大盘,MSCI中国,超级品牌,证金持股,沪股通,上证180_,上证50_,央视50_,融资融券,HS300_",-,-,-,2,0,5.28,8.84,0,10.423334774,118.694734083,45.06,43.1,-,-,-,-,0,-,0,-,1592888990,0,0,4.6,-,-,-,56.8024,20.253368377685547,40.079708099365234,91672304260.01,-,-,155734823056.36,-,0.0,0.0,2,1478.0,1478.03,1478.01,-,577,6.87,2,3,4,4.34,-,-,0,730127392.0,4.08,452700096.0,2.53,277427296.0,1.55,-711485456.0,-3.98,-18641927.0,-0.1,-327688704.0,-0.85,-380240256.0,-0.99,52551552.0,0.14,363590080.0,0.95,-35901353.0,-0.09,9.01,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,4,3,-,0,-,0,-,-,-,-,20200331,-,1,-2.64,305,1407,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1798486208.0,-1701032208.0,-97454000.0,1854146576.0,-55660378.0,-,-,-,-,-,-,289,1164,BK0477,90,476361120.0,3.9,372245312.0,3.05,104115808.0,0.85,-460628320.0,-3.77,-15732797.0,-0.13,1478.01,451484560.0,328008048.0,123476512.0,-425965568.0,-25518977.0,2,31.39,-,-,-,20200623,-,-,-,-,-,-,4608.54,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1582.9,1295.1,1457.18,1004323,824764,889,824,702727,680801,2495,2451,476840,674975,4810,6795,486,3836,41,57,424,181,298,300
000858,2,168.15,3.16,5.15,179266,2968692496.0,3.88,0.47,21.18,1.28,0.09,0,五 粮 液,168.4,162.08,163.0,163.0,6,652692385200,638256702319,-0.03,7.96,50.4,28.55,19980427,0,-,1,-20,168.15,168.2,-60.51,111191,68074,12792.217575929146,9.86,3881608000.0,3795757968.0,20238226408.6,15.0536,10740322452.1,0.0,10701030417.23,7704289543.99,18.9831,59338538092.05,13.087102153441174,76.5316,105451563991.29,95659858644.64,6049610927.03,424615207.71,21295023590.15,21031166221.76,263857368.39,20.194127791133486,81994990206.21,77.75606838129264,2682647086.15,0.691117465414955,282806336.0,36251200.0,822029840.0,577022640.0,245007200.0,27.69,19.44,8.25,955128704.0,917329568.0,37799136.0,32.17,30.9,1.27,741837072.0,892092608.0,-150255536.0,24.99,30.05,-5.06,400521024.0,533071824.0,-132550800.0,13.49,17.96,-4.46,0.045,0.048,22.68,0.097,0.07,-0.126,-0.274,1,3,4,酿酒行业,伊力特,600197,1,四川板块,"白酒,标普概念,富时概念,MSCI大盘,MSCI中国,超级品牌,深股通,深证100R,证金持股,电商概念,融资融券,深成500,成渝特区,HS300_",-,-,-,2,0,8.15,15.48,0,1.984819058,21.123974935,37.51,35.03,-,-,-,-,0,-,0,-,1592888991,0,0,7.68,-,-,-,39.8281,12.369544982910156,46.67518997192383,52766079082.52,-,-,84156540401.13998,-,0.0,0.0,2,168.11,168.22,168.15,-,1089,8.62,2,3,4,4.83,-,-,0,631920544.0,3.23,664715136.0,3.39,-32794592.0,-0.17,-497681216.0,-2.54,-134239312.0,-0.69,-709544288.0,-1.95,-170050144.0,-0.47,-539494144.0,-1.49,-179253376.0,-0.49,888797696.0,2.45,9.53,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,12,12,-,0,-,0,-,-,-,-,20200331,-,2,-2.88,281,1469,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-689802634.0,313258678.0,-1003061312.0,-431722384.0,1121525088.0,-,-,-,-,-,-,380,1641,BK0477,90,944507616.0,7.36,830731136.0,6.48,113776480.0,0.89,-563749904.0,-4.4,-380757728.0,-2.97,168.15,92554848.0,283548096.0,-190993248.0,-289212608.0,196657808.0,2,14.77,-,-,-,20200623,-,-,-,-,-,-,1038.46,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179.3,146.7,165.6,4953505,3477961,392,450,5766094,5540466,2566,2413,4485559,5388643,8433,10054,2422011,3220099,19716,26434,150,48,675,143
688106,2,47.0,17.47,6.99,396828,1773143568.0,16.27,38.96,284.39,1.75,-2.1,1,金宏气体,48.01,41.5,42.0,40.01,23,22763670176,4787245630,-2.1,8.77,203.62,203.62,20200616,1,-,1,33,46.92,47.0,-29.21,218837,177992,732940.812101911,2.32,484333408.0,101856290.0,335392645.8322,0.1992,25014591.3,0.0,24360190.9,20010917.85,-38.379,367828207.34,0.759452491486236,39.5635,1628147032.86,533684038.41,804980769.7,76684179.55,712531851.86,401553680.66,310978171.2,43.7633602788544,835170727.56,51.2957804611136,7480515.22,3.39829488368962,245732960.0,36188376.0,602727552.0,303867904.0,298859648.0,33.99,17.14,16.85,594764960.0,647891648.0,-53126688.0,33.54,36.54,-3.0,398984656.0,525890768.0,-126906112.0,22.5,29.66,-7.16,140029930.0,258856783.0,-118826853.0,7.9,14.6,-6.7,5.334,6.601,43.11,5.667,10.554,6.605,18.566,2,3,4,化工行业,金宏气体,688106,1,江苏板块,"半导体,天然气,融资融券,次新股",-,-,-,2,0,20.73,203.62,0,0.041316411,5.357221549,128.55,138.28,-,-,-,-,0,-,0,-,1592888991,0,0,21.13,-,-,-,8.1142,19.605642318725586,66.70013427734375,1161077491.73,-,-,915615180.9999999,-,0.0,0.0,32,46.88,47.13,47.0,-,72,203.62,2,3,4,203.62,-,-,0,281071546.0,3.92,296809169.0,4.14,-15737623.0,-0.22,-86836096.0,-1.21,-194235465.0,-2.71,326732682.0,3.24,204743073.0,2.03,121989609.0,1.21,157033024.0,1.56,-483765737.0,-4.8,13.86,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,46,139,-,0,-,0,-,-,-,-,20200331,-,3,12.41,129,-16,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80999722.0,-94116575.0,175116297.0,283939136.0,-364938884.0,-,-,-,-,-,-,308,204,BK0538,90,357450856.0,8.59,395798287.0,9.51,-38347431.0,-0.92,-168536960.0,-4.05,-188913913.0,-4.54,47.0,80999722.0,-94116575.0,175116297.0,283939136.0,-364938884.0,2,15.48,-,-,-,20200623,-,-,-,-,-,-,203.62,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.01,32.01,44.68,13252497,6681389,385,180,13386836,14525314,1750,1892,9019425,11826454,4937,6494,3152921,5778522,8744,16476,98,968,591,393
002174,2,25.1,9.99,2.28,581494,1407878096.0,8.33,8.78,15.36,2.13,0.0,0,游族网络,25.1,23.2,23.2,22.82,13,22300686557,16624494646,0.0,4.4,13.22,7.86,20070925,0,-,1,-3,25.1,-,100.0,345768,235726,9695.667803606979,7.14,888473568.0,662330464.0,1211340610.44,45.445600000000006,364577910.46,-7652945.94,364222017.59,363067371.81,110.1353,3754477810.74,4.225761960443868,46.1852,9128512690.84,3500952999.29,703741042.55,305671177.58,3905972833.82,2848907025.33,1057065808.49,42.78871012294748,5225378941.82,57.24239116261954,745154289.38,0.838690440975853,245164431.0,33306314.0,450471472.0,148253345.0,302218127.0,32.0,10.53,21.47,356271552.0,413325248.0,-57053696.0,25.31,29.36,-4.05,341376016.0,491171728.0,-149795712.0,24.25,34.89,-10.64,224321750.0,319690480.0,-95368730.0,15.93,22.71,-6.77,1.503,1.291,32.41,-0.519,-1.363,-0.793,-2.325,1,1,3,软件服务,N泽达,688555,1,福建板块,"网络游戏,转债标的,深成500,融资融券,大数据,手游概念,中证500,股权转让,深股通,电子竞技,华为概念,MSCI中盘,富时概念,标普概念,云游戏,字节概念",-,-,-,2,0,8.47,29.72,0,0.408641725,5.698331118,86.93,49.91,-,-,-,-,0,-,0,-,1592888991,0,0,10.91,-,-,-,29.9714,6.1963653564453125,23.581594467163086,3598994863.95,-,-,5222539857.02,-,0.0,0.0,4,25.09,-,25.1,-,1089,9.51,2,3,4,17.56,-,-,0,-54954045.0,-0.98,118366595.0,2.1,-173320640.0,-3.08,-42990272.0,-0.76,97944314.0,1.74,-89364873.0,-0.7,49713367.0,0.39,-139078240.0,-1.1,-70060544.0,-0.55,159425406.0,1.26,17.41,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,166036,-,-,0,-,0,-,-,-,-,20200331,-,4,-2.8,62,1675,-,134.5,150.7,12.04,3,128074,0,游族转债,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-148877970.0,-124371731.0,-24506239.0,-67177479.0,216055427.0,-,-,-,-,-,-,1294,1103,BK0737,90,164576176.0,5.05,251333040.0,7.72,-86756864.0,-2.66,-130034976.0,-3.99,-34541193.0,-1.06,25.1,-354776660.0,-238114388.0,-116662272.0,112873376.0,241903284.0,2,5.68,-,-,-,20200623,-,-,-,-,-,-,341.9,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.1,20.54,24.21,18380901,6130675,965,98,14768616,17066153,1103,1173,14172143,20258683,4178,5890,9307180,13173329,19235,27330,305,1898,1900,918
002049,2,69.31,5.03,3.32,315596,2131619360.0,6.09,5.21,55.32,2.28,0.57,0,紫光国微,69.5,65.48,65.81,65.99,13,42058553362,42017967644,0.01,9.61,31.32,36.33,20050606,0,-,1,-142,69.31,69.33,36.74,187165,128431,5961.983763264262,4.44,606817968.0,606232400.0,645956365.3,-3.4651,209375560.87,21123712.53,209085561.83,190083589.94,183.4149,3010614861.37,4.961314628326892,58.0461,6806193838.99,4315580199.79,219424312.11,618981227.92,2425082216.63,1381809437.07,1043272779.56,35.63051940627463,4377456044.58,64.31577101879292,619021334.29,1.020110423444152,226293628.0,8265736.0,422454128.0,205413076.0,217041052.0,19.82,9.64,10.18,643125680.0,633873104.0,9252576.0,30.17,29.74,0.43,638155488.0,758588800.0,-120433312.0,29.94,35.59,-5.65,410254656.0,516114976.0,-105860320.0,19.25,24.21,-4.97,0.55,0.555,19.5,-0.128,-0.367,-2.993,-4.421,1,1,1,电子元件,徕木股份,603633,1,河北板块,"移动支付,深成500,融资融券,蓝宝石,5G概念,证金持股,深股通,雄安新区,区块链,纾困概念,MSCI中盘,ETC,标普概念,国产芯片,半导体",-,-,-,2,0,9.0,-2.8,0,0.313246476,7.213787784,103.65,79.54,-,-,-,-,0,-,0,-,1592888991,0,0,5.74,-,-,-,29.2906,12.343937873840332,142.72938537597656,3407223369.17,-,-,4381111622.36,-,0.0,0.0,4,69.3,69.35,69.31,-,1089,12.03,2,3,4,3.82,-,-,0,-39610594.0,-0.44,57601150.0,0.65,-97211744.0,-1.09,-9531680.0,-0.11,49142288.0,0.55,-1152256331.0,-6.58,-717876251.0,-4.1,-434380080.0,-2.48,340988064.0,1.95,811268272.0,4.63,10.62,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,9,1,-,0,-,0,-,-,-,-,20200331,-,5,-5.52,236,1996,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2974458359.0,-2111925895.0,-862532464.0,951488976.0,2022969376.0,-,-,-,-,-,-,1143,3361,BK0459,90,-7332556.0,-0.14,105204324.0,1.97,-112536880.0,-2.11,-34079264.0,-0.64,41411808.0,0.78,69.31,-309711833.0,-200117705.0,-109594128.0,141692512.0,168019344.0,2,4.78,-,-,-,20200623,-,-,-,-,-,-,1350.0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.59,59.39,67.54,6238491,3040047,290,168,9528036,9389220,1894,1920,9449695,11229525,7947,9376,6081896,7639326,28136,35100,1172,1402,1406,353
688555,2,81.95,320.47,62.46,117237,939842896.0,49.97,62.0,208.13,-,-1.27,1,N泽达,84.84,75.1,75.1,19.49,23,6810864500,1549658356,-0.97,8.98,320.47,320.47,20200623,1,-,1,57,81.9,81.95,-12.19,60480,56757,0.0,1.97,83110000.0,18909803.0,32761629.56,174.536,9410851.56,338872.57,9364780.67,8181099.2,557.9966,182156919.23,2.19175693935748,67.7078,505049011.19,440676692.07,5554773.25,20541294.7,86068980.14,82221268.4,3847711.74,17.0417084744318,419002314.82,82.9627037250788,165583959.49,5.829659,178326142.0,69850510.0,132410704.0,57196593.0,75214111.0,14.09,6.09,8.0,323082960.0,219970929.0,103112031.0,34.38,23.41,10.97,289049104.0,350518992.0,-61469888.0,30.76,37.3,-6.54,124986044.0,241842289.0,-116856245.0,13.3,25.73,-12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,软件服务,N泽达,688555,1,天津板块,"智慧政务,互联医疗,国产软件,智慧城市,中药,融资融券",-,-,-,2,0,320.47,320.47,0,0.098437002,9.128881179,81.49,75.24,-,-,-,-,0,-,0,-,1592888990,0,0,320.47,-,-,-,33.2955,28.7474308013916,88.24324035644531,236920807.61,-,-,418980031.05,-,0.0,0.0,32,81.85,81.97,81.95,-,72,320.47,2,3,4,320.47,-,-,0,178326142.0,18.97,75214111.0,8.0,103112031.0,10.97,-61469888.0,-6.54,-116856245.0,-12.43,178326142.0,18.97,75214111.0,8.0,103112031.0,10.97,-61469888.0,-6.54,-116856245.0,-12.43,18.97,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,53,51,-,0,-,0,-,-,-,-,20200331,-,6,0.0,50,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,BK0737,90,178326142.0,18.97,75214111.0,8.0,103112031.0,10.97,-61469888.0,-6.54,-116856245.0,-12.43,81.95,-,-,-,-,-,2,19.49,-,-,-,20200623,-,-,-,-,-,-,320.47,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80.17,1667156,720091,108,37,3992859,2740937,1085,741,3568076,4322323,3669,5579,1559830,3004570,6403,12575,13,-,-,-
000568,2,92.9,2.75,2.49,130543,1199806560.0,3.82,0.89,19.93,1.49,0.01,0,泸州老窖,93.05,89.6,90.33,90.41,6,136075505392,135643781998,0.02,6.46,27.42,7.18,19940509,0,-,1,-7,92.9,92.97,-81.07,83921,46622,14661.310937954995,8.43,1464752480.0,1460105296.0,3552467494.03,-14.7931,2308776651.99,38469805.49,2291410987.7,1707145859.72,12.715599999999998,14266892439.63,9.740138810750164,86.8545,29755363958.77,16997259026.23,2198490053.93,328582924.22,8513426702.26,4451069589.38,4062357112.88,28.611401675531447,21079845567.04,70.84385052808939,3722777063.13,2.5415741731983936,169624844.0,3549969.0,296032400.0,138428564.0,157603836.0,24.67,11.54,13.14,353999440.0,341978432.0,12021008.0,29.5,28.5,1.0,338860576.0,421376528.0,-82515952.0,28.24,35.12,-6.88,199890187.0,286999072.0,-87108885.0,16.66,23.92,-7.26,0.126,0.147,29.68,-0.079,-0.239,-0.58,-0.954,1,2,3,酿酒行业,伊力特,600197,1,四川板块,"HS300_,成渝特区,基金重仓,股权激励,深成500,融资融券,IPO受益,证金持股,深证100R,深股通,超级品牌,MSCI中国,MSCI大盘,富时概念,标普概念,白酒",-,-,-,2,0,2.66,8.85,0,1.165484195,14.391404631,29.31,28.15,-,-,-,-,0,-,0,-,1592888991,0,0,3.35,-,-,-,48.5939,8.95223331451416,34.32514190673828,15200174201.6,-,-,21241937256.510002,-,0.0,0.0,2,92.89,92.98,92.9,-,1089,2.81,2,3,4,-3.02,-,-,0,-94702348.0,-1.44,-16600856.0,-0.25,-78101492.0,-1.19,-24318192.0,-0.37,119020569.0,1.81,-763065967.0,-5.59,-422680346.0,-3.1,-340385621.0,-2.49,249566240.0,1.83,513499759.0,3.76,14.14,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,47,20,-,0,-,0,-,-,-,-,20200331,-,7,-16.62,122,3471,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-273471554.0,-158603875.0,-114867679.0,-139738512.0,413210061.0,-,-,-,-,-,-,1453,3116,BK0477,90,92279083.0,2.09,93482155.0,2.12,-1203072.0,-0.03,-60639024.0,-1.38,-31640042.0,-0.72,92.9,-437725598.0,-331292794.0,-106432804.0,105252912.0,332472702.0,2,5.83,-,-,-,20200623,-,-,-,-,-,-,1493.48,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.45,81.37,91.91,3215270,1506630,201,133,3851382,3720742,1147,1073,3691244,4585089,4379,5498,2176717,3122152,13665,19949,702,1158,1698,171
002602,2,15.55,9.97,1.41,1490492,2253832208.0,9.9,5.75,30.12,3.65,0.58,0,世纪华通,15.55,14.15,14.22,14.14,13,96825233267,40311727944,0.0,3.4,7.99,36.05,20110728,0,-,1,-83,15.55,-,100.0,907159,583333,81388.73788145171,1.52,6226703104.0,2592394080.0,3804287144.18,11.032,946173818.54,-8666345.59,931886473.21,803768701.7,257.5667,6049469527.61,0.9715365213603662,55.2474,36548122689.6,10342067884.99,1200658333.51,310048415.46,7743416388.3,6547608589.34,1195807798.96,21.18690597069556,28445107225.62,77.8291882929304,16959491300.1,2.7236710767018484,165553136.0,8719704.0,703544272.0,432632896.0,270911376.0,31.22,19.2,12.02,628970960.0,734329200.0,-105358240.0,27.91,32.58,-4.67,587584512.0,665132128.0,-77547616.0,26.07,29.51,-3.44,317906352.0,405911872.0,-88005520.0,14.11,18.01,-3.9,0.422,0.319,14.38,-0.703,-1.416,-0.403,-1.352,1,1,5,电子信息,天地数码,300743,0,浙江板块,"RCS概念,云游戏,标普概念,电子竞技,MSCI中国,深股通,深证100R,手游概念,送转预期,融资融券,深成500,网络游戏,HS300_",-,-,-,2,0,7.84,15.61,0,0.129084153,4.568245265,42.37,33.8,-,-,-,-,0,-,0,-,1592888991,0,0,12.76,-,-,-,21.3795,6.426011562347412,37.83783721923828,15067703300.09,-,-,28804706301.3,-,0.0,0.0,4,15.54,-,15.55,-,1089,6.36,2,3,4,14.34,-,-,0,-240988312.0,-3.77,63222592.0,0.99,-304210904.0,-4.76,60562018.0,0.95,180426347.0,2.82,-128657758.0,-1.11,147016576.0,1.26,-275674334.0,-2.37,-21604832.0,-0.19,150262667.0,1.29,7.35,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,123007,-,-,0,-,0,-,-,-,-,20200331,-,8,-1.96,416,1179,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-832262971.0,-364134356.0,-468128615.0,189523079.0,642739968.0,-,-,-,-,-,-,2252,1274,BK0447,90,1316854.0,0.03,184900942.0,4.45,-183584088.0,-4.42,-65061550.0,-1.57,63744731.0,1.54,15.55,-535213927.0,-311549279.0,-223664648.0,200421378.0,334792613.0,2,23.0,-,-,-,20200623,-,-,-,-,-,-,-32.39,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.55,12.73,15.12,46048642,28313669,691,258,41835091,48620354,1761,1969,39004194,44160420,6880,7704,21091020,26884504,29105,33685,1093,1648,1446,878
600198,2,15.91,6.92,1.03,1090956,1722067376.0,10.69,12.39,-33.83,2.06,-0.5,1,大唐电信,16.16,14.57,14.58,14.88,2,14034345917,14008034850,-0.56,-251.23,66.77,48.83,19981021,1,-,1,-40,15.91,15.92,16.75,658849,432107,9802.435259407705,0.0,882108480.0,880454736.0,173036013.51,-50.168400000000005,-113222773.26,-11956540.6,-113675552.3,-103715132.54,33.4516,-5433681352.38,-6.15987888661838,38.8726,5644801449.05,2499883810.71,482944093.37,396068666.76,4298620152.3,3894143665.84,404476486.46,76.1518397254423,-55863403.49,-0.9896433735397657,4448467883.66,5.042994172331223,152670155.0,36406260.0,400489920.0,179645157.0,220844763.0,23.26,10.43,12.82,401842944.0,470017552.0,-68174608.0,23.33,27.29,-3.96,521222672.0,588318368.0,-67095696.0,30.27,34.16,-3.9,362041936.0,447616400.0,-85574464.0,21.02,25.99,-4.97,1.083,1.135,15.8,1.085,-1.317,0.032,-4.465,1,3,4,通讯行业,大唐电信,600198,1,北京板块,"车联网,半导体,IPv6,国产芯片,小米概念,证金持股,5G概念,2025规划,国企改革,手游概念,融资融券,移动支付,物联网,网络游戏",-,-,-,2,0,29.03,64.02,0,-0.117576393,-0.063329404,-15.61,-16.57,-,-,-,-,0,-,0,-,1592888990,0,0,10.56,-,-,-,-66.2812,11.169909477233887,44.91259765625,1256442219.12,-,-,1346181296.75,-,0.0,0.0,2,15.9,15.93,15.91,-,65,41.93,2,3,4,26.67,-,-,0,156892033.0,1.95,367449372.0,4.56,-210557339.0,-2.61,-150053689.0,-1.86,-6838325.0,-0.08,50805023.0,0.43,343073529.0,2.93,-292268506.0,-2.49,-157149503.0,-1.34,106344502.0,0.91,8.87,-,-,-,-,-,0,-,0,-,0,-,-,-,-,0,-,0,-,-,-,-,-,-,-,0,18,121,-,0,-,0,-,-,-,-,20200331,-,9,-4.76,315,1780,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13844068.0,350459654.0,-336615586.0,-194534428.0,180690380.0,-,-,-,-,-,-,558,700,BK0448,90,73136872.0,1.21,231651640.0,3.83,-158514768.0,-2.62,-101495904.0,-1.68,28359040.0,0.47,15.91,98926787.0,210655391.0,-111728604.0,-110753479.0,11826716.0,2,5.98,-,-,-,20200623,-,-,-,-,-,-,166.05,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.37,13.39,15.78,25295097,11468975,182,159,25458204,29746960,1238,1432,32945330,37133070,6461,7257,22895921,28245547,37510,44700,865,124,232,586
