,,,,,,,,,10日,5日,10日,,,,,
最新价,今日涨跌,代码,,名称,,板块,5日涨跌,,10日涨跌,主力净占比,主力净占比,,,,,
f2,f3,f12,f13,f14,f62,f100,f109,f124,f160,f165,f175,f184,f225,f263,f264,f265
5.03,-1.57,601179,1,XD中国西,-18200670,输配电气,3.07,1592552387,-0.79,-1.04,-3.49,-5.76,2524,1591,2451,BK0457
7.78,-1.77,2606,0,大连电瓷,-7870873,输配电气,7.61,1592551863,5.56,0.62,-0.38,-5.76,2525,1008,1021,BK0457
16.79,0.66,300722,0,新余国科,-4830990,航天航空,7.63,1592551863,7.15,3.53,3.03,-5.76,2526,390,259,BK0480
24.35,0.83,300433,0,蓝思科技,-136128582,材料行业,9.39,1592551863,21.39,2.35,2.74,-5.77,2527,588,286,BK0537
63.75,0,2980,0,华盛昌,-16864537,仪器仪表,-3.19,1592551863,13.54,-9.03,-2.64,-5.77,2528,3621,2073,BK0458
8.73,-1.47,603178,1,圣龙股份,-1338687,汽车行业,-0.23,1592552404,-5.62,-2.92,-3.64,-5.77,2529,2320,2528,BK0481
3.42,-0.58,300266,0,兴源环境,-1907972,环保工程,1.48,1592551863,-1.16,-5.79,-8.56,-5.78,2530,3143,3708,BK0728
6.88,-1.29,2536,0,飞龙股份,-8865682,汽车行业,-0.58,1592551863,9.73,-3.75,-2.96,-5.79,2531,2589,2219,BK0481
4.98,0.61,488,0,晨鸣纸业,-4590921,造纸印刷,3.53,1592551863,1.43,2.5,-0.08,-5.8,2532,559,927,BK0470
3.91,0.51,300048,0,合康新能,-2653075,汽车行业,0.77,1592551863,-1.51,-7.96,-8.32,-5.8,2533,3507,3689,BK0481
14.68,0.96,603086,1,先达股份,-805816,农药兽药,-0.27,1592552389,1.31,-5.81,-0.48,-5.8,2534,3150,1060,BK0730
22.62,-0.04,2174,0,游族网络,-55666573,软件服务,3.86,1592551863,7.87,-3.66,-2.47,-5.81,2535,2557,1985,BK0737
44.99,-0.95,688030,1,山石网科,-6333350,软件服务,4.14,1592552404,-1.53,-7.11,-5.51,-5.81,2536,3394,3177,BK0737
7.93,0.89,2473,0,圣莱达,-402304,家电行业,-3.76,1592551863,-2.46,-1.69,1.77,-5.81,2537,1846,446,BK0456
4.33,-1.59,2204,0,大连重工,-14737870,专用设备,-2.48,1592551863,-10.54,-8.18,-8.75,-5.82,2539,3535,3732,BK0910
5.84,1.04,600366,1,宁波韵升,-4520263,有色金属,-1.85,1592552387,-2.01,-13.05,-6.52,-5.82,2540,3856,3415,BK0478
10.44,-0.57,603829,1,洛凯股份,-1309523,输配电气,-14.22,1592552400,-11.75,-2.06,0.79,-5.84,2541,1984,663,BK0457
17.74,0.8,2946,0,新乳业,-5028128,食品饮料,2.6,1592551863,2.07,-2.83,-2.61,-5.85,2542,2285,2053,BK0438
12.72,-0.78,603320,1,迪贝电气,-1544113,机械行业,3.5,1592552397,1.92,3.73,1.24,-5.85,2543,363,539,BK0545
5.17,0.58,600721,1,ST百花,-519476,医疗行业,1.77,1592552382,8.39,-0.65,-0.31,-5.85,2544,1439,1002,BK0727
24.58,-0.85,603867,1,新化股份,-5721281,化工行业,-2.38,1592552376,6.92,-3.78,-0.55,-5.86,2545,2602,1083,BK0538
7.08,0.14,300044,0,赛为智能,-15385206,软件服务,4.12,1592551863,4.42,-4.32,-4.28,-5.87,2546,2748,2771,BK0737
3.26,-1.21,600252,1,中恒集团,-3320303,医药制造,2.52,1592552403,1.56,0.09,-2.24,-5.87,2547,1171,1882,BK0465
4.55,-1.52,300466,0,赛摩智能,-2466624,仪器仪表,-0.87,1592551863,-4.41,-5,-5.83,-5.88,2548,2940,3267,BK0458
16.47,-0.18,300174,0,元力股份,-2173651,化工行业,-1.26,1592551863,-2.6,-13.8,-11.83,-5.88,2549,3880,3892,BK0538
7.28,-3.96,603603,1,博天环境,-6475556,环保工程,10.3,1592552400,5.51,-1.06,-1.82,-5.89,2550,1598,1672,BK0728
6.91,0,600089,1,特变电工,-9718136,输配电气,1.32,1592552383,-1.99,-3.12,-6.12,-5.9,2551,2380,3325,BK0457
5.82,1.75,301,0,东方盛虹,-3233585,化纤行业,5.82,1592551863,6.99,-5.44,-3.19,-5.9,2552,3054,2333,BK0471
28.19,-0.28,603109,1,神驰机电,-4465210,专用设备,0.68,1592552379,-2.76,-5.04,-4.01,-5.9,2553,2951,2675,BK0910
20.19,-0.2,603978,1,深圳新星,-1492203,有色金属,-0.35,1592552393,-3.4,-7.54,-7.88,-5.9,2554,3452,3627,BK0478
4.7,-0.21,600337,1,美克家居,-4286501,木业家具,-8.74,1592552392,-2.69,-5.61,1.77,-5.91,2555,3101,445,BK0476
24.13,0.79,300036,0,超图软件,-11298803,软件服务,0.58,1592551863,5.14,-4.41,-0.72,-5.92,2556,2772,1140,BK0737
5.71,-0.35,903,0,云内动力,-16009633,机械行业,-5.31,1592551863,-6.09,-6.96,-6.65,-5.93,2557,3362,3437,BK0545
24.09,-0.37,600645,1,中源协和,-14765990,医药制造,10.86,1592552397,15.15,0.75,0.96,-5.93,2558,971,614,BK0465
14.05,-0.35,603386,1,广东骏亚,-880250,电子元件,2.48,1592552389,0.21,1.43,-2.3,-5.94,2559,789,1916,BK0459
10.07,-0.4,300245,0,天玑科技,-2918800,软件服务,4.9,1592551863,2.55,-1.59,-3.93,-5.95,2560,1806,2650,BK0737
20.57,2.85,2862,0,实丰文化,-2475830,文教休闲,1.53,1592551863,-5.86,-1.75,0.99,-5.95,2561,1868,605,BK0740
18.96,0,300453,0,三鑫医疗,-14481736,医疗行业,-6.46,1592551863,21.46,-5.37,-0.85,-5.96,2562,3026,1191,BK0727
10.01,0.2,600903,1,贵州燃气,-3111979,公用事业,1.32,1592552392,-0.5,-5.5,-8.67,-5.96,2563,3070,3715,BK0427
57.28,-0.14,2925,0,盈趣科技,-13399555,电子元件,4.91,1592551863,18.13,0.21,1.08,-5.96,2564,1133,582,BK0459
23.15,-1.07,603629,1,利通电子,-1577213,金属制品,2.48,1592552382,0.13,-0.67,-1.07,-5.96,2565,1443,1307,BK0739
7.8,-0.64,600312,1,平高电气,-4770388,输配电气,0.13,1592552394,3.17,-1.36,-0.72,-5.97,2566,1708,1139,BK0457
21.25,-0.19,2422,0,科伦药业,-15427500,医药制造,-0.28,1592551863,0.85,-3.35,-2,-5.98,2567,2450,1763,BK0465
5.2,0.39,600217,1,中再资环,-3166302,环保工程,0.19,1592552379,1.36,-2.09,-3.27,-5.99,2568,1994,2364,BK0728
23.2,-0.09,300406,0,九强生物,-12147043,医药制造,9.95,1592551863,12.68,-1.7,-1.24,-5.99,2569,1849,1375,BK0465
9.24,-0.96,600501,1,航天晨光,-3874541,专用设备,2.1,1592552394,3.01,-3.11,-3.93,-5.99,2570,2377,2649,BK0910
38.55,5.67,300636,0,同和药业,-10773850,医药制造,3.35,1592551863,21.15,-5.39,-2.5,-5.99,2571,3038,2004,BK0465
3.65,0.27,2249,0,大洋电机,-5053687,机械行业,0,1592551863,3.69,-5.2,-2.83,-6.01,2572,2983,2161,BK0545
3.23,-1.22,600960,1,渤海汽车,-3191659,汽车行业,-3.29,1592552403,-15.67,-6.03,-7.39,-6.01,2573,3198,3552,BK0481
7.17,0.14,566,0,海南海药,-4861568,医药制造,2.87,1592551863,2.14,1.61,-0.55,-6.01,2574,747,1082,BK0465
23.9,0.08,603033,1,三维股份,-2444973,塑胶制品,2.05,1592552388,18.14,-2.57,0.48,-6.01,2575,2202,747,BK0454
25.62,0.43,2142,0,宁波银行,-67468076,银行,-2.55,1592551863,-6.56,-6.22,-8.55,-6.02,2576,3235,3707,BK0475
23,0.52,603995,1,甬金股份,-5461581,材料行业,3.05,1592552377,-0.61,-0.27,-3.21,-6.03,2577,1329,2342,BK0537
27.29,-0.8,688100,1,威胜信息,-3820913,电子信息,4.12,1592552385,-6.64,2,-5.39,-6.03,2578,669,3139,BK0447
10.66,-0.74,2836,0,新宏泽,-731671,造纸印刷,3,1592551863,2.6,-0.49,3.11,-6.03,2579,1396,247,BK0470
6.73,-0.44,300173,0,智慧松德,-3428264,专用设备,-1.17,1592551863,9.97,-6.81,0.83,-6.04,2580,3335,650,BK0910
9.88,-0.5,2917,0,金奥博,-1721442,化工行业,1.86,1592551863,-1.69,-7.98,-7.69,-6.04,2581,3513,3592,BK0538
1.39,-2.11,600555,1,*ST海创,-950433,旅游酒店,0.72,1592552381,-6.71,1.87,-1.46,-6.05,2582,697,1485,BK0485
10.75,0.56,300365,0,恒华科技,-2609710,软件服务,2.48,1592551863,2.48,-0.36,-2.1,-6.06,2583,1358,1814,BK0737
30.62,0.49,600259,1,广晟有色,-5620953,有色金属,-0.91,1592552387,-2.79,-9.25,-8.44,-6.06,2584,3640,3698,BK0478
19.52,6.43,603903,1,中持股份,-16492819,环保工程,17.38,1592552403,16.05,3.29,-1.01,-6.07,2585,428,1271,BK0728
6.6,0,300410,0,正业科技,-3674154,电子元件,2.48,1592551863,2.8,-5.96,-3.68,-6.07,2586,3183,2550,BK0459
13.46,-0.07,601163,1,三角轮胎,-2312683,塑胶制品,3.06,1592552376,1.36,0.97,-1.45,-6.07,2587,902,1482,BK0454
25.2,-0.4,300584,0,海辰药业,-1600255,医药制造,3.49,1592551863,4.83,-2.57,-1.87,-6.08,2588,2203,1708,BK0465
2.36,-0.42,2663,0,普邦股份,-3582768,园林工程,4.42,1592551863,2.61,0.94,0.63,-6.1,2589,915,705,BK0726
26.9,-0.44,603076,1,乐惠国际,-1133344,专用设备,1.2,1592552397,-0.22,-4.08,-3.59,-6.1,2590,2678,2505,BK0910
4.11,-3.97,300043,0,星辉娱乐,-16855959,文教休闲,-13.47,1592551863,13.85,-5.56,-1.52,-6.12,2591,3083,1517,BK0740
18.53,-1.44,668,0,荣丰控股,-12041059,房地产,-16.64,1592551863,34.28,-11.44,-9.33,-6.12,2592,3788,3777,BK0451
4.63,-0.43,600866,1,星湖科技,-2933640,食品饮料,1.31,1592552397,-1.28,-3.52,-4.73,-6.12,2593,2518,2935,BK0438
6.48,2.21,2085,0,万丰奥威,-4662939,汽车行业,1.41,1592551863,-5.12,-8.99,-8.88,-6.13,2594,3615,3744,BK0481
27.89,0.69,603027,1,千禾味业,-15438733,食品饮料,1.12,1592552388,6.78,-2.59,-2.92,-6.13,2595,2207,2203,BK0438
63.04,0.7,688086,1,紫晶存储,-11331663,专用设备,0.7,1592552385,-7.7,-7.82,-7.9,-6.13,2596,3491,3632,BK0910
29.87,0,688126,1,沪硅产业-U,-140480957,电子元件,-7.81,1592552397,-2.35,-6.93,-4.86,-6.14,2597,3359,2977,BK0459
32.44,-0.06,600118,1,中国卫星,-33737293,航天航空,-2.23,1592552397,-1.79,-8.91,-6.37,-6.14,2598,3605,3384,BK0480
7.75,-1.15,2009,0,天奇股份,-3163141,机械行业,3.47,1592551863,1.71,-2.19,-2.29,-6.14,2599,2038,1911,BK0545
13.24,-1.49,603108,1,润达医疗,-13761916,医药制造,-1.56,1592552383,2.32,2.13,0.96,-6.15,2600,634,613,BK0465
15,-0.13,2885,0,京泉华,-1727374,电子元件,0.94,1592551863,-4.4,-5.83,-7.24,-6.15,2601,3154,3527,BK0459
11.84,0.42,2722,0,金轮股份,-576350,机械行业,1.37,1592551863,0.59,-3.05,-1.52,-6.15,2602,2355,1524,BK0545
9.99,0.3,300447,0,全信股份,-1039075,输配电气,2.15,1592551863,2.57,-3.74,-3.29,-6.16,2603,2587,2374,BK0457
17.44,0.46,2481,0,双塔食品,-49137705,食品饮料,2.47,1592551863,11.87,-4.68,-1.22,-6.19,2605,2857,1361,BK0438
6.1,0.49,600177,1,雅戈尔,-4315068,纺织服装,0.83,1592552385,-0.97,-9.27,-5.14,-6.2,2606,3641,3056,BK0436
14.21,-0.63,2075,0,沙钢股份,-86529781,钢铁行业,7.41,1592551863,7.41,-1.51,-2.77,-6.21,2607,1768,2132,BK0479
24.99,-0.48,300473,0,德尔股份,-1742874,汽车行业,-1.85,1592551863,-3.14,-4.21,1.19,-6.21,2608,2709,552,BK0481
30.07,-0.92,600498,1,烽火通信,-53020542,通讯行业,4.99,1592552392,0.74,2.44,-1.78,-6.22,2609,572,1653,BK0448
5.46,0.18,2328,0,新朋股份,-5706652,机械行业,-2.33,1592551863,-12.22,-6.48,-5.46,-6.22,2610,3281,3162,BK0545
41.37,0.02,603708,1,家家悦,-6456727,商业百货,4.18,1592552391,1,-1.59,-2.85,-6.22,2611,1808,2171,BK0482
5.93,0.34,600919,1,江苏银行,-9829677,银行,-0.17,1592552397,-0.5,-2.23,-2.08,-6.23,2612,2052,1806,BK0475
8.73,0.92,2636,0,金安国纪,-5371132,电子元件,7.38,1592551863,4.93,-0.32,-0.84,-6.23,2613,1348,1190,BK0459
5.99,-0.5,2658,0,雪迪龙,-816289,仪器仪表,1.87,1592551863,-0.66,-0.12,-0.61,-6.23,2614,1280,1108,BK0458
22.72,-0.61,2892,0,科力尔,-2121488,机械行业,0.98,1592551863,2.34,-2.09,-0.97,-6.23,2615,1996,1255,BK0545
4.96,1.22,2617,0,露笑科技,-5178188,输配电气,-1.39,1592551863,-3.69,-11.24,-10.05,-6.24,2616,3779,3811,BK0457
8.92,0,2367,0,康力电梯,-8482487,机械行业,2.53,1592551863,-3.15,-4.38,-7.63,-6.24,2617,2761,3583,BK0545
11.05,0.09,600802,1,福建水泥,-6379869,水泥建材,1.1,1592552395,-0.54,-5.29,-5.55,-6.24,2618,3006,3184,BK0424
4.94,0.2,559,0,万向钱潮,-2814508,汽车行业,-0.4,1592551863,-1.98,-6.47,-3.75,-6.25,2620,3278,2581,BK0481
6.3,0.64,600180,1,瑞茂通,-1314770,交运物流,1.12,1592552379,0,-2.05,-1.84,-6.25,2621,1978,1686,BK0422
10.12,0.2,2197,0,证通电子,-17570108,电子信息,4.44,1592551863,10.36,-1.71,-0.91,-6.27,2622,1852,1228,BK0447
7.47,0.4,600602,1,云赛智联,-3221644,电子信息,0.95,1592552383,0,-7.21,-3.75,-6.27,2623,3406,2582,BK0447
19.22,0.21,300631,0,久吾高科,-1372685,专用设备,2.73,1592551863,-4.47,-0.43,-4.4,-6.27,2624,1374,2821,BK0910
5.37,0.37,600796,1,钱江生化,-1048558,农药兽药,1.32,1592552400,-1.29,-2.31,-3.25,-6.28,2625,2083,2356,BK0730
16.1,0.19,300127,0,银河磁体,-3432876,电子元件,-0.86,1592551863,-4.45,-5.18,-5.63,-6.29,2626,2977,3216,BK0459
20.26,-2.92,2800,0,天顺股份,-2021919,交运物流,1.66,1592551863,-1.07,-1.71,-1.64,-6.29,2627,1854,1587,BK0422
14.86,0,300381,0,溢多利,-35045531,医药制造,14.04,1592551863,17.19,-3.64,-3.11,-6.3,2628,2548,2288,BK0465
4.92,-1.01,300086,0,康芝药业,-1444319,医药制造,2.5,1592551863,2.29,0.18,-1.6,-6.3,2629,1144,1561,BK0465
16.04,0.19,300632,0,光莆股份,-14553732,电子元件,8.75,1592551863,1.84,1.49,-0.09,-6.32,2630,773,931,BK0459
68.71,0.78,603005,1,晶方科技,-57453973,电子元件,-4.52,1592552382,3.87,-8.23,-4.51,-6.32,2631,3541,2859,BK0459
3.85,-5.64,600365,1,通葡股份,-6115603,酿酒行业,13.91,1592552376,9.07,5.15,2.76,-6.33,2632,227,282,BK0477
18.67,-0.16,2028,0,思源电气,-23231462,输配电气,-1.43,1592551863,2.81,-7.09,-4.76,-6.33,2633,3389,2948,BK0457
16.29,-3.67,603042,1,XD华脉科,-6038207,通讯行业,1.31,1592552403,-1.21,-1.94,-2.5,-6.33,2634,1940,2003,BK0448
5.89,-1.17,300282,0,三盛教育,-2117453,文教休闲,2.26,1592551863,3.7,-1.97,-1.77,-6.33,2635,1952,1651,BK0740
16.75,-0.3,600487,1,亨通光电,-38733047,通讯行业,1.39,1592552391,0.66,-4.59,-5.57,-6.34,2636,2819,3190,BK0448
6.17,0.33,600058,1,五矿发展,-1072145,国际贸易,1.65,1592552394,-0.8,-10.31,-6.12,-6.35,2637,3730,3329,BK0484
15.38,-0.97,600587,1,新华医疗,-4198400,医疗行业,2.26,1592552400,2.81,-1.48,-1.3,-6.36,2638,1756,1406,BK0727
27.98,0.72,601601,1,中国太保,-59431123,保险,0.83,1592552379,-0.29,-3.7,-0.67,-6.37,2639,2571,1127,BK0474
5.69,0.18,2010,0,传化智联,-4493939,交运物流,1.43,1592551863,0.35,-3.16,-3.13,-6.37,2640,2391,2299,BK0422
7.56,-0.13,2161,0,远 望 谷,-5556197,电子信息,3.14,1592551863,0.93,-5.19,-4.91,-6.37,2641,2978,2988,BK0447
2.9,-1.69,2503,0,搜于特,-25288352,纺织服装,3.94,1592551863,3.94,-4.7,-5.1,-6.39,2642,2864,3042,BK0436
6.13,0,657,0,中钨高新,-944914,有色金属,-1.92,1592551863,0.49,-11.72,-4.25,-6.39,2643,3800,2763,BK0478
7.92,0.38,2248,0,华东数控,-706043,机械行业,-0.5,1592551863,-4.92,-8.61,-8.16,-6.39,2644,3580,3674,BK0545
5.67,0.53,600016,1,民生银行,-33134137,银行,-0.18,1592552397,-1.56,-7.2,-6.94,-6.4,2645,3404,3483,BK0475
35.31,-7.88,603439,1,贵州三力,-38933301,医药制造,-4.07,1592552403,28.21,-5.61,-0.71,-6.41,2646,3100,1137,BK0465
70.15,-0.62,688369,1,致远互联,-3592431,软件服务,4.08,1592552395,0.39,-0.82,-2.06,-6.41,2647,1494,1799,BK0737
5.51,0.36,2139,0,拓邦股份,-6186955,仪器仪表,2.61,1592551863,1.29,1.28,0.29,-6.42,2648,827,791,BK0458
2.26,-3.83,552,0,靖远煤电,-5253689,煤炭采选,4.15,1592551863,2.26,1.79,2.86,-6.43,2649,708,275,BK0437
8.25,1.35,601633,1,长城汽车,-7232078,汽车行业,-0.84,1592552395,0.86,-6.77,-2.58,-6.43,2650,3327,2040,BK0481
12.59,-1.02,603336,1,宏辉果蔬,-6292708,农牧饲渔,0.96,1592552400,-7.7,-4.23,-7.7,-6.43,2651,2716,3593,BK0433
2.58,0,573,0,粤宏远Ａ,-695663,房地产,0.39,1592551863,0,-13.76,-10.25,-6.43,2652,3877,3826,BK0451
13.78,-0.93,300712,0,永福股份,-3055665,工程建设,0.15,1592551863,-0.14,-1.86,-2.33,-6.43,2653,1911,1927,BK0425
11.62,-0.94,601098,1,中南传媒,-6920873,文化传媒,5.16,1592552380,4.31,-6.74,-6.03,-6.44,2654,3324,3309,BK0486
6.83,-0.29,603767,1,中马传动,-407846,汽车行业,-1.87,1592552401,-3.8,-4.45,-4.27,-6.44,2655,2785,2770,BK0481
11.89,-0.25,600667,1,太极实业,-28099317,电子元件,-0.75,1592552385,0.34,-5.58,-1.04,-6.46,2656,3090,1283,BK0459
13.41,0.22,600129,1,太极集团,-4010175,医药制造,-3.87,1592552397,1.75,-12.93,-3.89,-6.46,2657,3854,2632,BK0465
9.61,-1.23,603660,1,苏州科达,-5640293,专用设备,2.56,1592552394,-0.21,-0.8,-2.79,-6.47,2658,1484,2147,BK0910
41.09,-1.46,688078,1,龙软科技,-2852217,软件服务,2.67,1592552395,-5.04,-3.88,-4.98,-6.5,2659,2628,3008,BK0737
6.96,-4,600613,1,神奇制药,-6398969,医药制造,6.26,1592552380,5.45,-2.91,-2.64,-6.51,2660,2312,2070,BK0465
15.83,-1.62,600661,1,昂立教育,-1625442,文教休闲,-1,1592552379,-5.49,-8.41,-5.33,-6.51,2661,3563,3125,BK0740
3.61,-0.28,600963,1,岳阳林纸,-2882341,造纸印刷,3.14,1592552376,0.28,-2.69,-6.32,-6.53,2662,2238,3374,BK0470
15,0.2,555,0,神州信息,-11801202,电子信息,4.17,1592551863,4.17,-2.14,-2.36,-6.53,2663,2020,1939,BK0447
11.98,-1.48,600299,1,安迪苏,-6680390,农牧饲渔,0.84,1592552404,-0.33,-4.68,-4.34,-6.54,2664,2859,2798,BK0433
8.2,0,300222,0,科大智能,-3570991,输配电气,-0.73,1592551863,-9.19,-5.31,-5.9,-6.54,2665,3011,3284,BK0457
17.5,-0.51,2756,0,永兴材料,-4649229,钢铁行业,5.93,1592551863,1.69,-1.63,-4.62,-6.54,2666,1820,2899,BK0479
23.15,0.83,600850,1,华东电脑,-5484792,电子信息,-1.49,1592552376,-2.28,-9.69,-1.9,-6.55,2667,3677,1720,BK0447
5.47,0.37,600395,1,盘江股份,-2503090,煤炭采选,3.8,1592552381,0.74,4.38,-1.13,-6.58,2668,288,1330,BK0437
8.24,0.49,600520,1,文一科技,-2885290,机械行业,-0.72,1592552400,-11.97,0.36,-6.17,-6.58,2669,1087,3343,BK0545
4.22,0.24,2277,0,友阿股份,-14332268,商业百货,1.93,1592551863,-3.87,-2.66,-3.74,-6.59,2670,2231,2576,BK0482
14.82,0.41,600668,1,尖峰集团,-4917074,水泥建材,2,1592552381,0.68,-7.47,-7.72,-6.6,2671,3442,3598,BK0424
4.86,0.41,603011,1,合锻智能,-860137,机械行业,1.25,1592552379,0.41,-1.49,-1.43,-6.6,2672,1764,1470,BK0545
4.16,0.24,601899,1,紫金矿业,-55824578,贵金属,4.79,1592552393,8.9,5.21,5.07,-6.61,2673,224,112,BK0732
8.05,0.37,2146,0,荣盛发展,-12856104,房地产,2.42,1592551863,0.75,-3.59,-4.76,-6.61,2674,2536,2946,BK0451
4.4,0,300230,0,永利股份,-2333243,塑胶制品,-2.22,1592551863,1.62,-14.22,-5.14,-6.61,2675,3887,3057,BK0454
6.41,-2.14,920,0,南方汇通,-1660112,材料行业,-2.58,1592551863,-0.77,-6.82,-3.4,-6.61,2676,3337,2415,BK0537
19.03,2.31,300203,0,聚光科技,-29910572,仪器仪表,2.98,1592551863,14.09,-1.34,0.71,-6.62,2677,1704,683,BK0458
6.02,0.17,600068,1,葛洲坝,-8908799,工程建设,1.86,1592552388,-0.33,-1.97,-2.38,-6.63,2678,1950,1943,BK0425
12.4,-0.56,600750,1,江中药业,-13479661,医药制造,8.77,1592552376,11.61,-1.52,-3.06,-6.65,2679,1771,2257,BK0465
5.1,0.39,600,0,建投能源,-3941870,电力行业,3.45,1592551863,3.66,2.21,2.33,-6.65,2680,614,352,BK0428
7.49,-4.22,2103,0,广博股份,-52720312,文教休闲,14.53,1592551863,-2.73,-1.81,-3.71,-6.66,2681,1891,2562,BK0740
5.99,-1.32,601699,1,潞安环能,-18475112,煤炭采选,9.71,1592552377,7.35,5.86,2.39,-6.66,2682,180,341,BK0437
13.86,-1.07,300798,0,锦鸡股份,-2234120,化工行业,-1.35,1592551863,-5.78,-5.42,-4.48,-6.66,2683,3050,2848,BK0538
19.35,-0.51,2815,0,崇达技术,-23030863,电子元件,5.33,1592551863,0.57,-1.11,-3.13,-6.67,2684,1617,2298,BK0459
12.2,0,603113,1,金能科技,-14514276,煤炭采选,14.23,1592552389,16.41,1.15,-0.32,-6.67,2685,856,1004,BK0437
7.58,-0.79,2388,0,新亚制程,-4961665,电子信息,5.87,1592551863,2.57,2.26,-1.25,-6.67,2686,602,1379,BK0447
15.66,-1.69,300615,0,欣天科技,-2381322,通讯行业,1.42,1592551863,-1.2,-3.34,-3.12,-6.67,2687,2449,2296,BK0448
8.64,-1.03,600360,1,华微电子,-20834649,电子元件,-0.58,1592552380,-9.24,-5.75,-8.73,-6.68,2688,3135,3724,BK0459
7.91,-0.38,601577,1,长沙银行,-4357596,银行,1.02,1592552403,1.02,-2.07,3.1,-6.68,2689,1988,250,BK0475
21.33,-1.75,603496,1,XD恒为科,-5037430,通讯行业,-0.7,1592552379,-3.44,-0.9,-0.6,-6.69,2690,1528,1103,BK0448
9.5,0.53,600073,1,上海梅林,-15666662,食品饮料,0.74,1592552381,-3.94,-6.55,-7.22,-6.73,2691,3292,3521,BK0438
16.97,0.24,768,0,中航飞机,-12640159,航天航空,0.71,1592551863,-1.91,-3.82,-5.12,-6.73,2692,2611,3051,BK0480
5.77,-0.52,300199,0,翰宇药业,-2787182,医药制造,4.91,1592551863,1.41,-0.48,-2.77,-6.73,2693,1391,2137,BK0465
3.12,0,698,0,沈阳化工,-888153,石油行业,0,1592551863,-0.95,-1.87,-4.24,-6.73,2694,1916,2761,BK0464
3.12,-0.32,2516,0,旷达科技,-1876486,纺织服装,0,1592551863,-4.88,-6,-4.35,-6.74,2695,3192,2801,BK0436
1.94,0,600169,1,太原重工,-735069,机械行业,1.04,1592552376,-0.51,2.96,0.14,-6.74,2696,484,836,BK0545
5.14,0.59,601328,1,交通银行,-29991056,银行,0.78,1592552385,-0.39,-4.31,-1.86,-6.75,2697,2743,1691,BK0475
25.81,2.02,2212,0,南洋股份,-14563246,输配电气,-2.42,1592551863,-1.75,-6.25,-5.67,-6.75,2698,3247,3230,BK0457
17.68,-0.73,2952,0,亚世光电,-2310883,电子元件,1.32,1592551863,5.68,-0.28,0.09,-6.75,2699,1334,857,BK0459
2.09,-0.48,420,0,吉林化纤,-2125877,化纤行业,2.96,1592551863,0.48,-3.22,-6.57,-6.77,2700,2411,3421,BK0471
10.08,-0.98,300637,0,扬帆新材,-1934185,化工行业,0.3,1592551863,-1.18,-0.17,-1.4,-6.77,2701,1298,1453,BK0538
8.71,0.23,960,0,锡业股份,-6823571,有色金属,2.71,1592551863,2.23,-0.7,-0.62,-6.78,2702,1446,1112,BK0478
12.07,0.75,2372,0,伟星新材,-3937211,水泥建材,0.42,1592551863,-0.74,-4.12,-6,-6.78,2703,2688,3299,BK0424
5.67,-0.35,600543,1,莫高股份,-1677274,酿酒行业,0,1592552403,1.07,-1.43,-0.59,-6.78,2704,1740,1097,BK0477
118.78,2.41,603489,1,八方股份,-6562250,机械行业,-1.83,1592552379,2.83,-2.5,0.94,-6.78,2705,2178,624,BK0545
13.05,0.69,935,0,四川双马,-3084888,水泥建材,1.32,1592551863,-0.61,-5.03,-4.8,-6.79,2706,2948,2959,BK0424
10.86,0.37,2322,0,理工环科,-1000373,软件服务,1.21,1592551863,-0.82,-2.16,-5.22,-6.79,2707,2033,3090,BK0737
5.23,-0.57,2217,0,合力泰,-19889199,电子元件,2.75,1592551863,2.55,-3.95,-4.13,-6.8,2708,2640,2717,BK0459
11.99,0.42,2041,0,登海种业,-12664597,农牧饲渔,2.92,1592551863,0.5,-3.06,-2.7,-6.8,2709,2358,2101,BK0433
2.73,-0.36,600256,1,广汇能源,-4794197,石油行业,3.02,1592552397,1.87,3.05,-1.77,-6.81,2710,466,1650,BK0464
8.09,-0.12,603168,1,莎普爱思,-1423066,医药制造,1.89,1592552393,6.73,0.16,0.79,-6.81,2711,1153,662,BK0465
44.26,-1.86,2983,0,芯瑞达,-14413347,电子元件,-9.67,1592551863,1.77,-5.39,-1.63,-6.82,2712,3037,1580,BK0459
10.99,0.37,600072,1,中船科技,-3446584,船舶制造,0,1592552391,-1.35,-4.83,-6.1,-6.82,2713,2900,3322,BK0729
8.23,0.12,856,0,冀东装备,-1277139,专用设备,0,1592551863,-1.08,-10.35,-4.97,-6.82,2714,3735,3005,BK0910
9.75,-0.2,603966,1,法兰泰克,-1006780,专用设备,1.99,1592552380,2.2,-0.45,-2.78,-6.82,2715,1380,2145,BK0910
3.02,0.33,600208,1,新湖中宝,-10417579,房地产,1.34,1592552376,0.33,-4.86,-6.43,-6.83,2716,2906,3399,BK0451
12.78,0.31,600476,1,湘邮科技,-1481647,软件服务,1.67,1592552397,-7.05,-1.7,-7.6,-6.84,2717,1851,3579,BK0737
6.68,-0.45,300315,0,掌趣科技,-28052863,电子信息,-6.18,1592551863,3.09,-3.18,0.74,-6.85,2718,2400,672,BK0447
2.55,0,600815,1,*ST厦工,-248882,机械行业,0.39,1592552403,-4.14,-3.97,-7.31,-6.85,2719,2655,3540,BK0545
52.3,-0.42,300820,0,英杰电气,-4378123,专用设备,-0.44,1592551863,-7.12,-4.28,-4.21,-6.86,2720,2735,2746,BK0910
