f2,f3,f12,f14,f62,f66,f69,f72,f75,f78,f81,f84,f87,f124,f184,f204,f205,f206
38.55,5.67,300636,同和药业,-10773850.0,778702.0,0.43,-11552552.0,-6.42,-3565932.0,-1.98,14339782.0,7.97,1592551863,-5.99,-,-,-
6.37,0.0,601611,中国核建,-10807679.0,-7130070.0,-17.54,-3677609.0,-9.05,4230245.0,10.4,6577435.0,16.18,1592552388,-26.58,-,-,-
9.3,2.31,300368,汇金股份,-10867041.0,-24518.0,-0.01,-10842523.0,-2.61,-5399997.0,-1.3,16267037.0,3.92,1592551863,-2.62,-,-,-
14.35,0.07,603056,德邦股份,-10876784.0,0.0,0.0,-10876784.0,-9.82,-2709224.0,-2.45,13586009.0,12.27,1592552391,-9.82,-,-,-
10.26,-1.54,600967,内蒙一机,-10917803.0,-7438330.0,-3.78,-3479473.0,-1.77,3301098.0,1.68,7616705.0,3.87,1592552380,-5.55,-,-,-
15.71,-2.42,603985,恒润股份,-10918128.0,-903882.0,-0.75,-10014246.0,-8.28,6698368.0,5.54,4219761.0,3.49,1592552395,-9.03,-,-,-
23.65,0.0,002878,元隆雅图,-10952731.0,-2609689.0,-1.13,-8343042.0,-3.61,-7039468.0,-3.05,17992198.0,7.78,1592551863,-4.74,-,-,-
1.87,-0.53,600166,福田汽车,-11007157.0,-6902969.0,-7.72,-4104188.0,-4.59,5950881.0,6.66,5056277.0,5.66,1592552400,-12.32,-,-,-
17.08,-0.58,603886,元祖股份,-11188571.0,-4572130.0,-8.15,-6616441.0,-11.79,3276667.0,5.84,7911906.0,14.1,1592552393,-19.93,-,-,-
3.53,-0.28,601669,中国电建,-11269674.0,-8330668.0,-5.21,-2939006.0,-1.84,-579693.0,-0.36,11849366.0,7.41,1592552400,-7.05,-,-,-
17.73,1.14,300429,强力新材,-11291417.0,-9922768.0,-3.15,-1368649.0,-0.43,-6373112.0,-2.02,17664529.0,5.6,1592551863,-3.58,-,-,-
24.13,0.79,300036,超图软件,-11298803.0,-8684922.0,-4.55,-2613881.0,-1.37,-444791.0,-0.23,11743595.0,6.16,1592551863,-5.92,-,-,-
3.5,-0.28,601608,中信重工,-11306403.0,-7514177.0,-16.24,-3792226.0,-8.2,1587569.0,3.43,9718835.0,21.0,1592552394,-24.43,-,-,-
63.04,0.7,688086,紫晶存储,-11331663.0,3731767.0,2.02,-15063430.0,-8.15,6537754.0,3.54,4793908.0,2.6,1592552385,-6.13,-,-,-
51.97,-0.59,688233,神工股份,-11333465.0,-275392.0,-0.3,-11058073.0,-12.15,2999575.0,3.3,8333889.0,9.15,1592552389,-12.45,-,-,-
6.41,4.91,000030,富奥股份,-11344495.0,-10402041.0,-3.3,-942454.0,-0.3,-863503.0,-0.27,12207997.0,3.88,1592551863,-3.6,-,-,-
7.65,-2.42,603399,吉翔股份,-11352084.0,-3088060.0,-5.69,-8264024.0,-15.22,-355975.0,-0.66,11708061.0,21.56,1592552389,-20.9,-,-,-
33.35,2.74,600521,华海药业,-11363268.0,-14009461.0,-2.04,2646193.0,0.38,26425081.0,3.84,-15061813.0,-2.19,1592552392,-1.65,-,-,-
33.45,0.33,300246,宝莱特,-11422094.0,4384278.0,0.68,-15806372.0,-2.46,-10944316.0,-1.7,22366411.0,3.48,1592551863,-1.77,-,-,-
13.14,-1.94,002243,通产丽星,-11444851.0,-3690.0,0.0,-11441161.0,-10.32,3557215.0,3.21,7887634.0,7.12,1592551863,-10.32,-,-,-
10.06,0.7,601827,三峰环境,-11537971.0,-7477750.0,-1.97,-4060221.0,-1.07,6252813.0,1.65,5285157.0,1.4,1592552403,-3.05,-,-,-
4.27,-0.7,002588,史丹利,-11559210.0,-4980772.0,-12.01,-6578438.0,-15.87,4191117.0,10.11,7368094.0,17.77,1592551863,-27.88,-,-,-
21.37,0.09,002867,周大生,-11583513.0,-2477916.0,-2.95,-9105597.0,-10.84,9347167.0,11.13,2236346.0,2.66,1592551863,-13.79,-,-,-
3.97,-1.73,002486,嘉麟杰,-11603995.0,-2263635.0,-2.7,-9340360.0,-11.16,-2030425.0,-2.43,13634420.0,16.29,1592551863,-13.86,-,-,-
7.9,0.13,601838,成都银行,-11612956.0,-529909.0,-0.57,-11083047.0,-11.9,4937252.0,5.3,6675704.0,7.17,1592552400,-12.47,-,-,-
1.57,-0.63,600221,海航控股,-11622085.0,1512486.0,1.42,-13134571.0,-12.33,3691368.0,3.46,7930716.0,7.44,1592552376,-10.91,-,-,-
11.12,0.09,002428,云南锗业,-11656859.0,-8363990.0,-5.16,-3292869.0,-2.03,-27933.0,-0.02,11684792.0,7.2,1592551863,-7.19,-,-,-
34.46,0.67,300244,迪安诊断,-11666554.0,-4088429.0,-1.2,-7578125.0,-2.23,485947.0,0.14,11180608.0,3.28,1592551863,-3.43,-,-,-
4.34,-1.14,000807,云铝股份,-11677765.0,-16668335.0,-6.94,4990570.0,2.08,-2701129.0,-1.12,14378895.0,5.99,1592551863,-4.86,-,-,-
8.32,0.36,002966,苏州银行,-11687594.0,-966638.0,-0.89,-10720956.0,-9.89,7370386.0,6.8,4317207.0,3.98,1592551863,-10.78,-,-,-
4.67,-1.06,002717,岭南股份,-11729308.0,3643126.0,2.48,-15372434.0,-10.46,-554635.0,-0.38,12283942.0,8.36,1592551863,-7.98,-,-,-
29.28,-1.18,002929,润建股份,-11749515.0,-1187998.0,-1.41,-10561517.0,-12.54,2742670.0,3.26,9006846.0,10.69,1592551863,-13.95,-,-,-
37.32,-0.53,002965,祥鑫科技,-11755836.0,0.0,0.0,-11755836.0,-15.97,-422800.0,-0.57,12178636.0,16.55,1592551863,-15.97,-,-,-
25.15,-0.55,688138,清溢光电,-11763294.0,-2970657.0,-2.5,-8792637.0,-7.39,894234.0,0.75,10869060.0,9.14,1592552392,-9.89,-,-,-
19.16,0.0,600556,天下秀,-11769369.0,1100154.0,1.12,-12869523.0,-13.13,3586998.0,3.66,8182371.0,8.35,1592552385,-12.01,-,-,-
4.39,0.23,603969,银龙股份,-11789777.0,-69815.0,-0.07,-11719962.0,-11.21,5911790.0,5.65,5877988.0,5.62,1592552381,-11.27,-,-,-
15.0,0.2,000555,神州信息,-11801202.0,-3280283.0,-1.82,-8520919.0,-4.72,1460580.0,0.81,10340623.0,5.73,1592551863,-6.53,-,-,-
7.75,-2.15,300051,三五互联,-11831247.0,-1158743.0,-0.89,-10672504.0,-8.19,-3880649.0,-2.98,15711895.0,12.05,1592551863,-9.08,-,-,-
13.12,-2.38,300391,康跃科技,-11854668.0,-5731802.0,-6.24,-6122866.0,-6.66,-91980.0,-0.1,11946649.0,13.0,1592551863,-12.9,-,-,-
13.6,-0.07,002664,长鹰信质,-11881412.0,-2349326.0,-2.74,-9532086.0,-11.11,398238.0,0.46,11483173.0,13.39,1592551863,-13.85,-,-,-
4.15,-0.72,300022,吉峰科技,-11915644.0,-1123532.0,-1.17,-10792112.0,-11.21,3533345.0,3.67,8382298.0,8.71,1592551863,-12.38,-,-,-
4.48,3.23,000793,华闻集团,-11993233.0,31853041.0,2.87,-43846274.0,-3.95,-24939664.0,-2.25,36932896.0,3.33,1592551863,-1.08,-,-,-
87.98,5.66,300759,康龙化成,-12013463.0,-8144296.0,-2.07,-3869167.0,-0.98,13342953.0,3.39,-1329490.0,-0.34,1592551863,-3.05,-,-,-
5.9,0.0,300420,五洋停车,-12029000.0,-5618439.0,-7.7,-6410561.0,-8.79,1125835.0,1.54,10903166.0,14.95,1592551863,-16.49,-,-,-
3.1,-0.32,300145,中金环境,-12030736.0,-5388827.0,-9.62,-6641909.0,-11.86,3157980.0,5.64,8872756.0,15.84,1592551863,-21.47,-,-,-
16.91,0.42,603982,泉峰汽车,-12040217.0,-9299388.0,-9.08,-2740829.0,-2.68,9099867.0,8.88,2940350.0,2.87,1592552377,-11.75,-,-,-
18.53,-1.44,000668,荣丰控股,-12041059.0,-9243726.0,-4.7,-2797333.0,-1.42,305706.0,0.16,11735353.0,5.97,1592551863,-6.12,-,-,-
32.77,-0.09,000915,山大华特,-12064680.0,-4947465.0,-3.29,-7117215.0,-4.73,-5664701.0,-3.77,17729380.0,11.79,1592551863,-8.02,-,-,-
5.07,-1.55,000983,西山煤电,-12072945.0,-1269956.0,-0.75,-10802989.0,-6.39,3668993.0,2.17,8403952.0,4.97,1592551863,-7.15,-,-,-
7.4,-0.8,002583,海能达,-12107850.0,-6599656.0,-2.01,-5508194.0,-1.67,-4912796.0,-1.49,17020644.0,5.17,1592551863,-3.68,-,-,-
9.17,-2.34,000909,数源科技,-12137151.0,-4666386.0,-3.45,-7470765.0,-5.52,-3220690.0,-2.38,15357840.0,11.35,1592551863,-8.97,-,-,-
23.2,-0.09,300406,九强生物,-12147043.0,-384090.0,-0.19,-11762953.0,-5.8,-14560875.0,-7.18,26707919.0,13.18,1592551863,-5.99,-,-,-
7.98,0.13,002391,长青股份,-12173265.0,-5506813.0,-6.42,-6666452.0,-7.77,2734121.0,3.19,9439142.0,11.01,1592551863,-14.19,-,-,-
5.58,-0.18,601117,中国化学,-12246806.0,-436262.0,-0.27,-11810544.0,-7.22,5182773.0,3.17,7064032.0,4.32,1592552401,-7.49,-,-,-
52.65,-0.25,688222,成都先导,-12251468.0,-1433629.0,-0.96,-10817839.0,-7.26,2755209.0,1.85,9496259.0,6.37,1592552381,-8.22,-,-,-
16.74,-0.65,300322,硕贝德,-12276231.0,-3237905.0,-1.85,-9038326.0,-5.16,-1589952.0,-0.91,13866183.0,7.92,1592551863,-7.01,-,-,-
23.68,-1.7,603158,XD腾龙股,-12308674.0,59167.0,0.06,-12367841.0,-13.13,-3148928.0,-3.34,15457601.0,16.41,1592552388,-13.07,-,-,-
10.05,-2.62,603979,金诚信,-12390532.0,-2617490.0,-3.33,-9773042.0,-12.45,-806776.0,-1.03,13197309.0,16.81,1592552401,-15.78,-,-,-
13.85,-0.57,002111,威海广泰,-12569649.0,-3332971.0,-6.36,-9236678.0,-17.63,5387355.0,10.28,7182293.0,13.71,1592551863,-23.99,-,-,-
21.22,-0.09,603887,城地股份,-12577892.0,-3349728.0,-3.4,-9228164.0,-9.36,8173591.0,8.29,4404301.0,4.47,1592552385,-12.76,-,-,-
16.97,0.24,000768,中航飞机,-12640159.0,-510544.0,-0.27,-12129615.0,-6.46,3815308.0,2.03,8824851.0,4.7,1592551863,-6.73,-,-,-
11.99,0.42,002041,登海种业,-12664597.0,-7042851.0,-3.78,-5621746.0,-3.02,-6600890.0,-3.54,19265487.0,10.34,1592551863,-6.8,-,-,-
5.72,-1.38,300310,宜通世纪,-12707615.0,-1108332.0,-0.99,-11599283.0,-10.32,-305000.0,-0.27,13012615.0,11.58,1592551863,-11.31,-,-,-
4.5,-2.17,002062,宏润建设,-12716346.0,-6321357.0,-7.81,-6394989.0,-7.91,1170013.0,1.45,11546334.0,14.27,1592551863,-15.72,-,-,-
8.12,-2.17,002560,通达股份,-12716722.0,-3024774.0,-1.93,-9691948.0,-6.17,-1074530.0,-0.68,13791252.0,8.78,1592551863,-8.1,-,-,-
29.19,-0.55,603079,圣达生物,-12718355.0,-2887140.0,-2.85,-9831215.0,-9.71,-569510.0,-0.56,13287865.0,13.12,1592552379,-12.56,-,-,-
6.7,-0.45,600160,巨化股份,-12748494.0,-6781861.0,-5.45,-5966633.0,-4.8,2484984.0,2.0,10263511.0,8.25,1592552393,-10.25,-,-,-
3.56,-1.93,600664,哈药股份,-12790873.0,-10049331.0,-11.72,-2741542.0,-3.2,2452510.0,2.86,10338365.0,12.05,1592552394,-14.91,-,-,-
2.93,0.34,000008,神州高铁,-12802448.0,-7601593.0,-16.92,-5200855.0,-11.57,1569133.0,3.49,11233314.0,25.0,1592551863,-28.49,-,-,-
6.08,-0.65,000650,仁和药业,-12841266.0,-5267097.0,-3.9,-7574169.0,-5.61,3057693.0,2.27,9783573.0,7.25,1592551863,-9.52,-,-,-
8.05,0.37,002146,荣盛发展,-12856104.0,73241.0,0.04,-12929345.0,-6.65,2113097.0,1.09,10743007.0,5.52,1592551863,-6.61,-,-,-
4.84,0.21,300079,数码科技,-12881510.0,-4789921.0,-6.27,-8091589.0,-10.6,1089079.0,1.43,11792431.0,15.45,1592551863,-16.87,-,-,-
5.93,-3.73,300419,浩丰科技,-12913366.0,-2936325.0,-2.85,-9977041.0,-9.7,3587699.0,3.49,9325668.0,9.07,1592551863,-12.55,-,-,-
9.34,-1.48,000889,中嘉博创,-12914601.0,-1394306.0,-1.17,-11520295.0,-9.66,-1883700.0,-1.58,14798301.0,12.41,1592551863,-10.83,-,-,-
17.67,-4.49,002907,华森制药,-12926932.0,-5744219.0,-3.88,-7182713.0,-4.86,-6444272.0,-4.36,19371204.0,13.1,1592551863,-8.74,-,-,-
2.67,-2.55,000662,天夏智慧,-12929422.0,-4090960.0,-5.77,-8838462.0,-12.46,-440297.0,-0.62,13369720.0,18.85,1592551863,-18.23,-,-,-
24.05,0.71,603920,世运电路,-12979357.0,-1479792.0,-0.8,-11499565.0,-6.2,4485234.0,2.42,8494123.0,4.58,1592552376,-7.0,-,-,-
15.24,-0.46,600776,东方通信,-13045972.0,-2589829.0,-1.69,-10456143.0,-6.84,-6223807.0,-4.07,19269779.0,12.6,1592552376,-8.53,-,-,-
6.37,-2.15,002696,百洋股份,-13063581.0,-619545.0,-1.38,-12444036.0,-27.82,2394460.0,5.35,10669122.0,23.85,1592551863,-29.2,-,-,-
17.82,-0.61,002755,奥赛康,-13159077.0,-6517315.0,-6.27,-6641762.0,-6.39,-5130830.0,-4.94,18289907.0,17.59,1592551863,-12.66,-,-,-
8.9,-2.41,000952,广济药业,-13189827.0,-3211084.0,-4.82,-9978743.0,-14.99,4106401.0,6.17,9083425.0,13.64,1592551863,-19.81,-,-,-
14.87,-0.6,300740,御家汇,-13242483.0,588274.0,0.31,-13830757.0,-7.21,-4373889.0,-2.28,17616374.0,9.18,1592551863,-6.9,-,-,-
84.82,-0.97,688598,金博股份,-13263548.0,-1745846.0,-1.55,-11517702.0,-10.23,918846.0,0.82,12344702.0,10.97,1592552385,-11.79,-,-,-
11.98,-0.99,603118,共进股份,-13271178.0,-8198027.0,-4.69,-5073151.0,-2.9,-2804531.0,-1.61,16075708.0,9.2,1592552401,-7.6,-,-,-
22.12,-0.98,600323,瀚蓝环境,-13286950.0,-2840838.0,-2.28,-10446112.0,-8.38,-1471235.0,-1.18,14758185.0,11.84,1592552389,-10.66,-,-,-
26.1,-1.84,603739,蔚蓝生物,-13315160.0,-2390451.0,-1.64,-10924709.0,-7.48,2665156.0,1.82,10650004.0,7.29,1592552377,-9.11,-,-,-
33.95,2.11,601012,隆基股份,-13322922.0,123800790.0,7.67,-137123712.0,-8.5,36197648.0,2.24,-22874720.0,-1.42,1592552403,-0.83,-,-,-
66.66,0.02,300496,中科创达,-13327133.0,-2570139.0,-0.66,-10756994.0,-2.76,-8636901.0,-2.22,21964035.0,5.64,1592551863,-3.42,-,-,-
9.48,0.85,000796,凯撒旅业,-13350202.0,-6299556.0,-3.41,-7050646.0,-3.82,3045257.0,1.65,10304944.0,5.58,1592551863,-7.23,-,-,-
33.33,1.49,300679,电连技术,-13363514.0,2876992.0,1.08,-16240506.0,-6.07,-3126239.0,-1.17,16489754.0,6.17,1592551863,-5.0,-,-,-
57.28,-0.14,002925,盈趣科技,-13399555.0,-1887620.0,-0.84,-11511935.0,-5.12,9419668.0,4.19,3979887.0,1.77,1592551863,-5.96,-,-,-
5.32,-2.74,300165,天瑞仪器,-13408637.0,-5261987.0,-5.35,-8146650.0,-8.28,3192031.0,3.24,10216606.0,10.38,1592551863,-13.62,-,-,-
26.24,0.42,002414,高德红外,-13426752.0,1745823.0,0.42,-15172575.0,-3.69,-3592.0,0.0,13430344.0,3.26,1592551863,-3.26,-,-,-
7.87,0.77,600643,爱建集团,-13429555.0,-2150938.0,-1.31,-11278617.0,-6.86,3390043.0,2.06,10039511.0,6.1,1592552392,-8.17,-,-,-
4.9,-1.21,002274,华昌化工,-13458903.0,-5901312.0,-8.03,-7557591.0,-10.29,77209.0,0.11,13381693.0,18.22,1592551863,-18.32,-,-,-
14.32,0.35,002387,维信诺,-13478691.0,-6458580.0,-3.48,-7020111.0,-3.78,-8597260.0,-4.63,22075951.0,11.88,1592551863,-7.25,-,-,-
12.4,-0.56,600750,江中药业,-13479661.0,-4535818.0,-2.24,-8943843.0,-4.41,4652896.0,2.29,8826764.0,4.35,1592552376,-6.65,-,-,-
2.6,-2.26,000898,鞍钢股份,-13531318.0,-4796422.0,-4.69,-8734896.0,-8.55,-1255831.0,-1.23,14787150.0,14.47,1592551863,-13.24,-,-,-
21.5,0.47,300369,绿盟科技,-13545433.0,2317143.0,1.55,-15862576.0,-10.58,-10445723.0,-6.97,23991155.0,16.0,1592551863,-9.03,-,-,-
9.48,-0.52,002484,江海股份,-13549084.0,-1535524.0,-1.17,-12013560.0,-9.14,1794965.0,1.37,11754119.0,8.94,1592551863,-10.31,-,-,-
3.38,0.0,600277,亿利洁能,-13568877.0,-5825064.0,-10.17,-7743813.0,-13.52,2672491.0,4.66,10896386.0,19.02,1592552397,-23.68,-,-,-
5.09,-0.39,000731,四川美丰,-13657785.0,-4698711.0,-7.62,-8959074.0,-14.53,4386891.0,7.11,9270894.0,15.03,1592551863,-22.15,-,-,-
34.91,0.37,300748,金力永磁,-13697462.0,214312.0,0.07,-13911774.0,-4.85,-8264675.0,-2.88,21962137.0,7.65,1592551863,-4.77,-,-,-
8.29,-2.47,002644,佛慈制药,-13750161.0,-7791913.0,-12.81,-5958248.0,-9.8,1249971.0,2.06,12500189.0,20.55,1592551863,-22.61,-,-,-
13.24,-1.49,603108,润达医疗,-13761916.0,5223073.0,2.34,-18984989.0,-8.49,-10198643.0,-4.56,23960559.0,10.71,1592552383,-6.15,-,-,-
8.6,0.35,600975,XD新五丰,-13801661.0,-1184205.0,-0.63,-12617456.0,-6.75,-2028605.0,-1.08,15830264.0,8.47,1592552397,-7.38,-,-,-
1.86,-0.53,600795,国电电力,-13814749.0,-13792826.0,-13.77,-21923.0,-0.02,4084352.0,4.08,9730397.0,9.71,1592552401,-13.79,-,-,-
63.15,-5.46,600211,西藏药业,-13824613.0,-2816825.0,-0.34,-11007788.0,-1.33,-20227187.0,-2.44,34051793.0,4.1,1592552392,-1.67,-,-,-
7.77,0.26,600737,中粮糖业,-13913597.0,-13695221.0,-15.93,-218376.0,-0.25,5579586.0,6.49,8334012.0,9.7,1592552397,-16.19,-,-,-
44.88,-3.38,000028,国药一致,-13915987.0,1036198.0,0.3,-14952185.0,-4.39,16063185.0,4.72,-2147198.0,-0.63,1592551863,-4.09,-,-,-
4.51,-3.01,002611,东方精工,-13923119.0,-6655766.0,-3.39,-7267353.0,-3.71,5027426.0,2.56,8895691.0,4.54,1592551863,-7.1,-,-,-
8.62,-1.03,002171,楚江新材,-13924653.0,-2747632.0,-1.77,-11177021.0,-7.21,8506903.0,5.49,5417750.0,3.49,1592551863,-8.98,-,-,-
10.64,0.85,002035,华帝股份,-13927505.0,2723222.0,1.36,-16650727.0,-8.34,5392783.0,2.7,8534722.0,4.27,1592551863,-6.97,-,-,-
23.37,0.0,000034,神州数码,-14009186.0,-7240295.0,-2.75,-6768891.0,-2.57,5695081.0,2.16,8314103.0,3.15,1592551863,-5.31,-,-,-
2.74,-0.72,000616,海航投资,-14045350.0,-1350133.0,-1.94,-12695217.0,-18.29,1680242.0,2.42,12365108.0,17.81,1592551863,-20.23,-,-,-
23.58,1.25,002291,星期六,-14079326.0,3304458.0,0.82,-17383784.0,-4.3,1304548.0,0.32,12774778.0,3.16,1592551863,-3.48,-,-,-
1.44,-4.64,002175,*ST东网,-14183374.0,-7039476.0,-17.91,-7143898.0,-18.18,4766884.0,12.13,9416490.0,23.96,1592551863,-36.09,-,-,-
6.4,-1.23,600251,冠农股份,-14196135.0,-4193283.0,-6.53,-10002852.0,-15.57,3090574.0,4.81,11105563.0,17.28,1592552381,-22.09,-,-,-
11.6,0.96,000625,长安汽车,-14280338.0,-106435.0,-0.03,-14173903.0,-4.51,-8556443.0,-2.72,22836781.0,7.27,1592551863,-4.55,-,-,-
15.03,3.66,600861,北京城乡,-14285298.0,2763660.0,0.89,-17048958.0,-5.47,-2267872.0,-0.73,16553170.0,5.31,1592552380,-4.58,-,-,-
7.66,-1.16,000613,大东海A,-14286105.0,-3974204.0,-3.22,-10311901.0,-8.36,2596139.0,2.11,11689966.0,9.48,1592551863,-11.59,-,-,-
10.84,-0.18,300020,银江股份,-14316085.0,-9348565.0,-3.54,-4967520.0,-1.88,6742249.0,2.56,7573837.0,2.87,1592551863,-5.43,-,-,-
4.22,0.24,002277,友阿股份,-14332268.0,-5436569.0,-2.5,-8895699.0,-4.09,5621340.0,2.58,8710927.0,4.01,1592551863,-6.59,-,-,-
11.3,0.71,300319,麦捷科技,-14332355.0,-4772139.0,-1.3,-9560216.0,-2.6,-2117181.0,-0.58,16449537.0,4.48,1592551863,-3.9,-,-,-
24.68,1.15,600566,济川药业,-14353819.0,-2150011.0,-0.74,-12203808.0,-4.22,10168776.0,3.52,4185043.0,1.45,1592552401,-4.97,-,-,-
44.3,1.54,600161,天坛生物,-14412119.0,-13474384.0,-2.38,-937735.0,-0.17,11931879.0,2.11,2480239.0,0.44,1592552387,-2.55,-,-,-
44.26,-1.86,002983,芯瑞达,-14413347.0,-2081419.0,-0.98,-12331928.0,-5.83,-7431168.0,-3.51,21844514.0,10.33,1592551863,-6.82,-,-,-
18.96,0.0,300453,三鑫医疗,-14481736.0,-2799427.0,-1.15,-11682309.0,-4.81,7256292.0,2.99,7225444.0,2.97,1592551863,-5.96,-,-,-
5.79,-2.2,002464,众应互联,-14493957.0,-5696540.0,-4.8,-8797417.0,-7.42,332714.0,0.28,14161244.0,11.94,1592551863,-12.22,-,-,-
12.2,0.0,603113,金能科技,-14514276.0,1140126.0,0.52,-15654402.0,-7.2,-4051129.0,-1.86,18565406.0,8.54,1592552389,-6.67,-,-,-
16.04,0.19,300632,光莆股份,-14553732.0,-4783481.0,-2.08,-9770251.0,-4.24,447070.0,0.19,14106662.0,6.13,1592551863,-6.32,-,-,-
25.81,2.02,002212,南洋股份,-14563246.0,-4272384.0,-1.98,-10290862.0,-4.77,4064325.0,1.88,10498920.0,4.87,1592551863,-6.75,-,-,-
19.78,1.23,600131,国网信通,-14574929.0,-5848344.0,-3.14,-8726585.0,-4.68,12556520.0,6.73,2018408.0,1.08,1592552404,-7.82,-,-,-
6.76,-2.17,600200,江苏吴中,-14575251.0,-11923739.0,-10.71,-2651512.0,-2.38,508485.0,0.46,14066767.0,12.64,1592552377,-13.09,-,-,-
4.33,-1.59,002204,大连重工,-14737870.0,-6769150.0,-2.67,-7968720.0,-3.15,-2787429.0,-1.1,17525299.0,6.92,1592551863,-5.82,-,-,-
24.09,-0.37,600645,中源协和,-14765990.0,-3847533.0,-1.55,-10918457.0,-4.38,7045962.0,2.83,7720028.0,3.1,1592552397,-5.93,-,-,-
6.14,0.16,002570,贝因美,-14926243.0,-8438257.0,-5.35,-6487986.0,-4.11,1877649.0,1.19,13048594.0,8.27,1592551863,-9.46,-,-,-
5.58,-1.06,000859,国风塑业,-14975299.0,-7827950.0,-7.21,-7147349.0,-6.58,8255558.0,7.6,6719741.0,6.19,1592551863,-13.79,-,-,-
28.45,5.21,603811,诚意药业,-14993716.0,247098.0,0.07,-15240814.0,-4.41,-649235.0,-0.19,15642951.0,4.53,1592552389,-4.34,-,-,-
2.38,-0.42,600968,海油发展,-15014184.0,-9526526.0,-13.29,-5487658.0,-7.66,6936521.0,9.68,8077661.0,11.27,1592552397,-20.95,-,-,-
3.15,-2.78,600581,八一钢铁,-15093379.0,-4705800.0,-3.58,-10387579.0,-7.9,379123.0,0.29,14714256.0,11.2,1592552400,-11.48,-,-,-
17.41,-0.34,300151,昌红科技,-15120514.0,-12406289.0,-4.58,-2714225.0,-1.0,-6179250.0,-2.28,21299764.0,7.86,1592551863,-5.58,-,-,-
13.65,-1.3,600771,广誉远,-15132758.0,-5441809.0,-4.6,-9690949.0,-8.2,1782386.0,1.51,13350372.0,11.29,1592552403,-12.8,-,-,-
17.94,-0.61,600998,九州通,-15147046.0,-4776391.0,-3.15,-10370655.0,-6.84,-3711604.0,-2.45,18858651.0,12.45,1592552385,-10.0,-,-,-
14.24,-1.86,002317,众生药业,-15148021.0,-14777676.0,-5.24,-370345.0,-0.13,14901136.0,5.28,246885.0,0.09,1592551863,-5.37,-,-,-
14.23,-0.07,300054,鼎龙股份,-15169890.0,-5202836.0,-1.35,-9967054.0,-2.59,17033034.0,4.43,-1863143.0,-0.48,1592551863,-3.95,-,-,-
7.77,-0.26,002137,麦达数字,-15174687.0,-2396127.0,-1.39,-12778560.0,-7.4,-3442838.0,-1.99,18617526.0,10.78,1592551863,-8.79,-,-,-
17.72,0.0,002034,旺能环境,-15187752.0,-13638194.0,-14.57,-1549558.0,-1.66,8504983.0,9.09,6682769.0,7.14,1592551863,-16.22,-,-,-
15.43,0.19,002648,卫星石化,-15250502.0,-6842271.0,-4.87,-8408231.0,-5.98,-2070299.0,-1.47,17320801.0,12.32,1592551863,-10.84,-,-,-
7.65,-5.09,300334,津膜科技,-15284991.0,-6989528.0,-3.37,-8295463.0,-4.0,2693151.0,1.3,12591839.0,6.07,1592551863,-7.37,-,-,-
9.49,1.71,002670,国盛金控,-15305777.0,-5621279.0,-1.72,-9684498.0,-2.97,-2299961.0,-0.71,17605739.0,5.4,1592551863,-4.69,-,-,-
29.01,1.4,002607,中公教育,-15354495.0,-8272985.0,-2.1,-7081510.0,-1.8,8008228.0,2.03,7346268.0,1.86,1592551863,-3.9,-,-,-
9.07,0.11,000703,恒逸石化,-15357892.0,-6313705.0,-5.17,-9044187.0,-7.41,3654698.0,2.99,11703194.0,9.58,1592551863,-12.58,-,-,-
7.08,0.14,300044,赛为智能,-15385206.0,-678696.0,-0.26,-14706510.0,-5.61,4689913.0,1.79,10695293.0,4.08,1592551863,-5.87,-,-,-
21.25,-0.19,002422,科伦药业,-15427500.0,-5315833.0,-2.06,-10111667.0,-3.92,-33828847.0,-13.12,49256348.0,19.1,1592551863,-5.98,-,-,-
1.68,-2.89,002280,联络互动,-15433272.0,-2811459.0,-2.4,-12621813.0,-10.79,-947922.0,-0.81,16381194.0,14.0,1592551863,-13.19,-,-,-
27.89,0.69,603027,千禾味业,-15438733.0,-4599166.0,-1.83,-10839567.0,-4.31,7031615.0,2.79,8407118.0,3.34,1592552388,-6.13,-,-,-
13.38,-0.07,000400,许继电气,-15537367.0,-169564.0,-0.12,-15367803.0,-10.85,-1038752.0,-0.73,16576118.0,11.71,1592551863,-10.97,-,-,-
22.04,-1.65,605001,威奥股份,-15570534.0,-2656071.0,-2.0,-12914463.0,-9.74,-956830.0,-0.72,16527364.0,12.46,1592552388,-11.74,-,-,-
8.01,-1.72,300190,维尔利,-15585563.0,-3056441.0,-3.88,-12529122.0,-15.89,2140750.0,2.72,13444814.0,17.05,1592551863,-19.77,-,-,-
20.51,-0.58,000681,视觉中国,-15591032.0,-6435537.0,-2.11,-9155495.0,-3.0,11222631.0,3.68,4368401.0,1.43,1592551863,-5.11,-,-,-
9.88,-1.3,000586,汇源通信,-15611652.0,-2484245.0,-4.78,-13127407.0,-25.26,3089384.0,5.94,12522268.0,24.09,1592551863,-30.04,-,-,-
9.5,0.53,600073,上海梅林,-15666662.0,-7906920.0,-3.4,-7759742.0,-3.33,633919.0,0.27,15032744.0,6.46,1592552381,-6.73,-,-,-
4.04,0.0,601001,大同煤业,-15679719.0,-2958030.0,-2.01,-12721689.0,-8.65,-1776369.0,-1.21,17456088.0,11.87,1592552397,-10.66,-,-,-
