f2,f3,f12,f14,f62,f66,f69,f72,f75,f78,f81,f84,f87,f124,f184,f204,f205,f206
37.07,10.0,601066,中信建投,1017494816.0,1128416784.0,27.63,-110921968.0,-2.72,-527393296.0,-12.91,-490101520.0,-12.0,1592552385,24.91,-,-,-
23.85,3.34,600030,中信证券,936853472.0,1238730448.0,18.93,-301876976.0,-4.61,-459074240.0,-7.01,-477779232.0,-7.3,1592552389,14.31,-,-,-
165.57,4.55,000858,五 粮 液,763053616.0,729868608.0,11.51,33185008.0,0.52,-417515392.0,-6.58,-345538224.0,-5.45,1592551863,12.03,-,-,-
18.15,7.08,300059,东方财富,709505984.0,934954944.0,10.49,-225448960.0,-2.53,-413827424.0,-4.64,-295678544.0,-3.32,1592551863,7.96,-,-,-
165.9,4.37,300750,宁德时代,678261072.0,719356176.0,17.39,-41095104.0,-0.99,-424091840.0,-10.25,-254169216.0,-6.14,1592551863,16.39,-,-,-
18.83,3.12,601688,华泰证券,535129440.0,398835600.0,16.01,136293840.0,5.47,-268299872.0,-10.77,-266829552.0,-10.71,1592552392,21.48,-,-,-
21.54,10.01,002351,漫步者,463246651.0,423226459.0,28.34,40020192.0,2.68,-231121024.0,-15.48,-232125616.0,-15.54,1592551863,31.02,-,-,-
9.04,5.12,002385,大北农,386829757.0,411127789.0,15.71,-24298032.0,-0.93,-218729472.0,-8.36,-168100272.0,-6.42,1592551863,14.78,-,-,-
29.91,2.29,600887,伊利股份,354783088.0,329092384.0,10.37,25690704.0,0.81,-98043600.0,-3.09,-256739488.0,-8.09,1592552389,11.18,-,-,-
14.71,5.0,601990,南京证券,346300898.0,229411826.0,9.9,116889072.0,5.04,-111540976.0,-4.81,-234759904.0,-10.13,1592552385,14.94,-,-,-
12.06,9.24,601788,光大证券,330792442.0,324879834.0,25.79,5912608.0,0.47,-155573399.0,-12.35,-175219036.0,-13.91,1592552382,26.25,-,-,-
12.26,2.94,600837,海通证券,302903473.0,298669713.0,19.05,4233760.0,0.27,-159970640.0,-10.2,-142932816.0,-9.11,1592552388,19.32,-,-,-
10.5,7.36,601881,中国银河,285403172.0,261662340.0,25.03,23740832.0,2.27,-117152630.0,-11.21,-168250557.0,-16.09,1592552379,27.3,-,-,-
116.17,6.86,600745,闻泰科技,276543472.0,221306944.0,4.46,55236528.0,1.11,-156700208.0,-3.16,-119843248.0,-2.42,1592552400,5.58,-,-,-
125.25,4.39,300033,同花顺,273693476.0,294790804.0,13.2,-21097328.0,-0.94,-162550912.0,-7.28,-111142560.0,-4.98,1592551863,12.25,-,-,-
1439.84,1.9,600519,贵州茅台,270145744.0,240394576.0,4.29,29751168.0,0.53,-261848064.0,-4.67,-8297657.0,-0.15,1592552380,4.82,-,-,-
197.8,8.18,603501,韦尔股份,268949840.0,209555424.0,11.25,59394416.0,3.19,-127707712.0,-6.86,-141242112.0,-7.58,1592552389,14.44,-,-,-
5.58,10.06,600415,小商品城,268088458.0,327396285.0,30.43,-59307827.0,-5.51,-99477549.0,-9.25,-168610917.0,-15.67,1592552392,24.92,-,-,-
89.18,5.29,603259,药明康德,260901330.0,170371202.0,7.91,90530128.0,4.2,-150342672.0,-6.98,-110558672.0,-5.13,1592552400,12.11,-,-,-
59.77,3.32,000333,美的集团,247034393.0,208691289.0,10.85,38343104.0,1.99,-121075552.0,-6.29,-125958848.0,-6.55,1592551863,12.84,-,-,-
29.35,6.65,002074,国轩高科,219813680.0,189943744.0,8.48,29869936.0,1.33,-109886496.0,-4.91,-109927168.0,-4.91,1592551863,9.81,-,-,-
6.37,3.58,601162,天风证券,210330736.0,191739136.0,6.66,18591600.0,0.65,-84018896.0,-2.92,-126311840.0,-4.39,1592552380,7.31,-,-,-
294.35,5.22,300760,迈瑞医疗,204514336.0,127236992.0,4.71,77277344.0,2.86,-95840560.0,-3.55,-108673792.0,-4.03,1592551863,7.58,-,-,-
17.39,1.93,002456,欧菲光,203355952.0,171710144.0,4.67,31645808.0,0.86,-141602128.0,-3.85,-61753824.0,-1.68,1592551863,5.53,-,-,-
91.89,2.22,000568,泸州老窖,188779589.0,82825637.0,5.15,105953952.0,6.59,-73459648.0,-4.57,-115319936.0,-7.17,1592551863,11.74,-,-,-
11.19,3.8,600109,国金证券,187817648.0,154217792.0,8.58,33599856.0,1.87,-81698144.0,-4.54,-106119504.0,-5.9,1592552400,10.45,-,-,-
32.84,10.02,300073,当升科技,186946389.0,235278043.0,26.67,-48331654.0,-5.48,-110481220.0,-12.52,-76465159.0,-8.67,1592551863,21.19,-,-,-
74.93,3.91,002714,牧原股份,181597872.0,224242864.0,9.08,-42644992.0,-1.73,-55985904.0,-2.27,-125611984.0,-5.09,1592551863,7.35,-,-,-
30.18,0.6,002415,海康威视,177906634.0,59490762.0,3.49,118415872.0,6.94,-104020528.0,-6.1,-73886112.0,-4.33,1592551863,10.43,-,-,-
92.98,4.12,600276,恒瑞医药,175456320.0,175293440.0,5.68,162880.0,0.01,-73950736.0,-2.4,-101505600.0,-3.29,1592552392,5.69,-,-,-
17.73,4.48,600999,招商证券,174418450.0,166616062.0,21.35,7802388.0,1.0,-87632205.0,-11.23,-86786252.0,-11.12,1592552397,22.35,-,-,-
11.13,1.09,300495,美尚生态,157402658.0,140302725.0,23.14,17099933.0,2.82,-131468391.0,-21.68,-25934269.0,-4.28,1592551863,25.96,-,-,-
24.1,2.64,600703,三安光电,153386947.0,110383283.0,4.79,43003664.0,1.87,-102774320.0,-4.46,-50612624.0,-2.2,1592552400,6.66,-,-,-
12.86,10.01,002044,美年健康,148383845.0,155912293.0,13.98,-7528448.0,-0.67,-45146880.0,-4.05,-103236970.0,-9.25,1592551863,13.3,-,-,-
62.35,7.57,002989,中天精装,147337631.0,75003239.0,5.98,72334392.0,5.77,-14424880.0,-1.15,-132912736.0,-10.6,1592551863,11.75,-,-,-
4.6,3.14,000166,申万宏源,147006888.0,138355072.0,22.07,8651816.0,1.38,-72804902.0,-11.62,-74201987.0,-11.84,1592551863,23.45,-,-,-
21.19,10.02,002050,三花智控,145988542.0,137867955.0,12.88,8120587.0,0.76,-86937049.0,-8.12,-59051491.0,-5.52,1592551863,13.64,-,-,-
10.5,2.94,601108,财通证券,145353860.0,81065844.0,6.68,64288016.0,5.3,-63293616.0,-5.22,-82060251.0,-6.77,1592552401,11.99,-,-,-
156.01,2.53,002371,北方华创,144678114.0,81868450.0,6.21,62809664.0,4.77,-82531472.0,-6.26,-62146656.0,-4.71,1592551863,10.98,-,-,-
39.12,1.61,603799,华友钴业,141521143.0,121799111.0,5.46,19722032.0,0.88,-72189648.0,-3.24,-69331488.0,-3.11,1592552385,6.35,-,-,-
5.19,4.85,601727,上海电气,132269047.0,73176526.0,13.12,59092521.0,10.59,-42040945.0,-7.54,-90228102.0,-16.18,1592552403,23.71,-,-,-
9.7,3.08,600988,赤峰黄金,130948976.0,119340609.0,15.27,11608367.0,1.49,-53420669.0,-6.84,-77528303.0,-9.92,1592552387,16.76,-,-,-
278.3,5.82,688318,财富趋势,128614935.0,94600599.0,9.14,34014336.0,3.29,-118005072.0,-11.4,-10609849.0,-1.02,1592552391,12.42,-,-,-
58.84,1.34,000651,格力电器,126788272.0,203117456.0,6.24,-76329184.0,-2.35,-110607696.0,-3.4,-16180560.0,-0.5,1592551863,3.9,-,-,-
21.5,7.29,601231,环旭电子,125672781.0,68632921.0,7.21,57039860.0,5.99,-44279040.0,-4.65,-81393742.0,-8.55,1592552395,13.2,-,-,-
27.88,6.74,300326,凯利泰,125224336.0,65868161.0,7.46,59356175.0,6.73,-54094784.0,-6.13,-71129545.0,-8.06,1592551863,14.19,-,-,-
13.91,2.2,000776,广发证券,125084507.0,132339137.0,13.66,-7254630.0,-0.75,-70404720.0,-7.27,-54679793.0,-5.64,1592551863,12.91,-,-,-
226.3,2.25,603986,兆易创新,125031072.0,113522992.0,4.14,11508080.0,0.42,-74533632.0,-2.72,-50497440.0,-1.84,1592552379,4.56,-,-,-
21.07,10.03,600640,号百控股,124017677.0,86058049.0,11.83,37959628.0,5.22,-51418735.0,-7.07,-72598942.0,-9.98,1592552401,17.05,-,-,-
9.67,10.01,600318,新力金融,123443692.0,107573335.0,31.77,15870357.0,4.69,-53310612.0,-15.74,-70133080.0,-20.71,1592552385,36.45,-,-,-
23.4,4.51,601696,中银证券,121609686.0,53852534.0,3.35,67757152.0,4.21,-46323264.0,-2.88,-75286416.0,-4.68,1592552388,7.57,-,-,-
16.8,2.38,601211,国泰君安,120508293.0,88281171.0,9.31,32227122.0,3.4,-33881440.0,-3.57,-86626868.0,-9.14,1592552385,12.71,-,-,-
90.1,7.13,300347,泰格医药,113131745.0,78798081.0,5.15,34333664.0,2.24,-41918160.0,-2.74,-71213552.0,-4.66,1592551863,7.4,-,-,-
5.03,10.07,002565,顺灏股份,112380411.0,107906298.0,28.99,4474113.0,1.2,-53981843.0,-14.5,-58398568.0,-15.69,1592551863,30.19,-,-,-
51.4,3.61,002624,完美世界,111292553.0,62675177.0,5.87,48617376.0,4.55,-48321024.0,-4.52,-62971524.0,-5.9,1592551863,10.42,-,-,-
7.77,6.0,000009,中国宝安,106168766.0,96304462.0,9.26,9864304.0,0.95,-62283648.0,-5.99,-43885088.0,-4.22,1592551863,10.21,-,-,-
209.02,2.85,603160,汇顶科技,104974775.0,11681975.0,0.66,93292800.0,5.28,-58773264.0,-3.33,-46201504.0,-2.61,1592552401,5.94,-,-,-
12.28,10.04,002655,共达电声,103555935.0,90392384.0,29.1,13163551.0,4.24,-45193448.0,-14.55,-58362486.0,-18.79,1592551863,33.34,-,-,-
14.69,10.04,300171,东富龙,100993399.0,83382215.0,23.22,17611184.0,4.9,-52812023.0,-14.7,-48181375.0,-13.42,1592551863,28.12,-,-,-
29.14,1.89,002384,东山精密,99837708.0,57956044.0,3.72,41881664.0,2.69,-58161472.0,-3.73,-41676256.0,-2.67,1592551863,6.4,-,-,-
11.53,10.02,600884,DR杉杉股,98931321.0,110023203.0,22.75,-11091882.0,-2.29,-62410919.0,-12.91,-36520403.0,-7.55,1592552387,20.46,-,-,-
26.59,2.66,002299,圣农发展,98675088.0,60273269.0,9.85,38401819.0,6.27,-32221525.0,-5.26,-66453564.0,-10.86,1592551863,16.12,-,-,-
228.71,6.03,002821,凯莱英,95472603.0,71886230.0,7.34,23586373.0,2.41,-29415904.0,-3.01,-66056698.0,-6.75,1592551863,9.75,-,-,-
9.71,4.63,600624,复旦复华,94369527.0,113157399.0,29.45,-18787872.0,-4.89,-48851112.0,-12.72,-45518414.0,-11.85,1592552392,24.56,-,-,-
26.97,9.99,601689,拓普集团,93578045.0,63110544.0,11.79,30467501.0,5.69,-42231611.0,-7.89,-51346435.0,-9.59,1592552381,17.48,-,-,-
9.63,5.71,000989,九 芝 堂,93244069.0,73074585.0,26.84,20169484.0,7.41,-53814859.0,-19.77,-39429210.0,-14.48,1592551863,34.25,-,-,-
17.51,1.92,600690,海尔智家,92292593.0,55300163.0,6.02,36992430.0,4.03,-16163936.0,-1.76,-76128667.0,-8.29,1592552379,10.05,-,-,-
95.89,3.33,300122,智飞生物,91778082.0,79657538.0,6.52,12120544.0,0.99,-35776960.0,-2.93,-56001131.0,-4.58,1592551863,7.51,-,-,-
37.0,313.41,688505,N复旦,90871084.0,-24313076.0,-1.04,115184160.0,4.91,223676352.0,9.53,-314547440.0,-13.41,1592552376,3.87,-,-,-
99.99,3.77,300223,北京君正,90003279.0,53617358.0,6.8,36385921.0,4.61,-46771111.0,-5.93,-43232172.0,-5.48,1592551863,11.41,-,-,-
62.29,9.99,002850,科达利,89975694.0,62335292.0,12.62,27640402.0,5.6,-40154157.0,-8.13,-49821536.0,-10.09,1592551863,18.22,-,-,-
32.23,10.0,002025,航天电器,87249779.0,70775320.0,11.75,16474459.0,2.74,-41394668.0,-6.87,-45855111.0,-7.62,1592551863,14.49,-,-,-
10.11,3.8,601878,浙商证券,84450325.0,69014002.0,9.36,15436323.0,2.09,-25650980.0,-3.48,-58799346.0,-7.98,1592552397,11.46,-,-,-
9.82,3.37,002497,雅化集团,84347242.0,18964841.0,3.41,65382401.0,11.75,-25251978.0,-4.54,-59095264.0,-10.62,1592551863,15.16,-,-,-
54.32,6.14,300142,沃森生物,83077728.0,131043152.0,6.5,-47965424.0,-2.38,-19590432.0,-0.97,-63487295.0,-3.15,1592551863,4.12,-,-,-
147.12,2.49,000596,古井贡酒,79937652.0,65405645.0,12.8,14532007.0,2.84,-44972336.0,-8.8,-34965316.0,-6.84,1592551863,15.65,-,-,-
6.79,3.35,000783,长江证券,79038343.0,61592232.0,11.18,17446111.0,3.17,-36074786.0,-6.55,-42963556.0,-7.8,1592551863,14.35,-,-,-
11.22,4.28,002736,国信证券,76346337.0,67549925.0,12.91,8796412.0,1.68,-42871204.0,-8.19,-33475133.0,-6.4,1592551863,14.59,-,-,-
54.5,0.63,002460,赣锋锂业,74865936.0,24917888.0,1.11,49948048.0,2.23,-55483120.0,-2.47,-19382816.0,-0.86,1592551863,3.34,-,-,-
43.8,3.03,300014,亿纬锂能,74801965.0,99113405.0,4.69,-24311440.0,-1.15,-72232944.0,-3.42,-2569024.0,-0.12,1592551863,3.54,-,-,-
158.4,2.77,600436,片仔癀,74151214.0,54400165.0,6.77,19751049.0,2.46,-15058205.0,-1.87,-59093007.0,-7.35,1592552400,9.23,-,-,-
18.77,2.91,600446,金证股份,73886603.0,48019565.0,6.59,25867038.0,3.55,-32032077.0,-4.39,-41854523.0,-5.74,1592552395,10.13,-,-,-
21.45,1.56,600660,福耀玻璃,71557514.0,52141578.0,13.48,19415936.0,5.02,-60667828.0,-15.68,-10889686.0,-2.81,1592552377,18.49,-,-,-
21.52,4.01,601236,红塔证券,70912923.0,38683995.0,2.75,32228928.0,2.29,-10733728.0,-0.76,-60179200.0,-4.28,1592552389,5.05,-,-,-
22.83,2.51,600340,华夏幸福,70836035.0,32152907.0,5.79,38683128.0,6.97,-50175109.0,-9.04,-20660925.0,-3.72,1592552400,12.76,-,-,-
9.25,9.99,002461,珠江啤酒,70504727.0,38227139.0,10.69,32277588.0,9.03,-28597692.0,-8.0,-41907034.0,-11.72,1592551863,19.72,-,-,-
10.82,2.75,601198,东兴证券,69483138.0,81740935.0,18.43,-12257797.0,-2.76,-42173049.0,-9.51,-27310088.0,-6.16,1592552403,15.66,-,-,-
11.47,1.5,002065,东华软件,68370881.0,111533931.0,12.4,-43163050.0,-4.8,-53647365.0,-5.96,-14723522.0,-1.64,1592551863,7.6,-,-,-
12.17,10.04,603682,锦和商业,66441619.0,51101665.0,16.28,15339954.0,4.89,-13505976.0,-4.3,-52935643.0,-16.86,1592552389,21.17,-,-,-
13.53,10.0,603608,天创时尚,65222282.0,81806522.0,11.93,-16584240.0,-2.42,-30557965.0,-4.46,-34664318.0,-5.05,1592552382,9.51,-,-,-
7.42,0.95,601009,XD南京银,63262420.0,67407212.0,15.95,-4144792.0,-0.98,-51944560.0,-12.29,-11317859.0,-2.68,1592552400,14.97,-,-,-
12.95,10.03,000990,诚志股份,62710884.0,28778213.0,11.36,33932671.0,13.4,-22537633.0,-8.9,-40173252.0,-15.86,1592551863,24.76,-,-,-
6.58,10.03,600609,金杯汽车,62263583.0,51951369.0,18.01,10312214.0,3.57,-32050018.0,-11.11,-30213564.0,-10.47,1592552383,21.58,-,-,-
3.44,3.3,002239,奥特佳,61454000.0,36389068.0,7.01,25064932.0,4.83,-36677803.0,-7.07,-24776199.0,-4.77,1592551863,11.84,-,-,-
58.61,7.11,688388,嘉元科技,60838702.0,33688156.0,8.47,27150546.0,6.83,-7578560.0,-1.91,-53260143.0,-13.39,1592552377,15.3,-,-,-
21.26,3.81,300146,汤臣倍健,60738221.0,62134498.0,9.26,-1396277.0,-0.21,-13503408.0,-2.01,-47234812.0,-7.04,1592551863,9.06,-,-,-
10.78,2.18,002600,领益智造,60336270.0,64015486.0,3.51,-3679216.0,-0.2,-31360480.0,-1.72,-28975792.0,-1.59,1592551863,3.31,-,-,-
18.05,1.92,002601,龙蟒佰利,59415078.0,52287225.0,8.11,7127853.0,1.11,-70462261.0,-10.93,11047177.0,1.71,1592551863,9.22,-,-,-
103.25,6.39,603883,老百姓,58779774.0,11804514.0,2.07,46975260.0,8.22,-15459178.0,-2.71,-43320597.0,-7.58,1592552389,10.29,-,-,-
23.02,4.16,300494,盛天网络,57560607.0,78411919.0,6.84,-20851312.0,-1.82,-55109648.0,-4.81,-2450943.0,-0.21,1592551863,5.02,-,-,-
16.2,9.98,600827,百联股份,57545792.0,88484448.0,4.77,-30938656.0,-1.67,-33392592.0,-1.8,-24153191.0,-1.3,1592552392,3.1,-,-,-
29.1,0.97,000876,新 希 望,56815221.0,42986448.0,3.86,13828773.0,1.24,-49332096.0,-4.43,-7483120.0,-0.67,1592551863,5.11,-,-,-
38.92,9.97,600885,宏发股份,56584641.0,44952081.0,8.3,11632560.0,2.15,-31626156.0,-5.84,-24958486.0,-4.61,1592552389,10.45,-,-,-
47.8,3.73,300450,先导智能,56578049.0,51690586.0,6.77,4887463.0,0.64,-34279024.0,-4.49,-22299037.0,-2.92,1592551863,7.41,-,-,-
137.82,4.02,600809,XD山西汾,56450107.0,28315017.0,3.24,28135090.0,3.22,-18435984.0,-2.11,-38014132.0,-4.36,1592552394,6.47,-,-,-
42.55,2.06,000895,双汇发展,55836599.0,31835310.0,5.28,24001289.0,3.98,-3484046.0,-0.58,-52352555.0,-8.69,1592551863,9.27,-,-,-
10.13,6.18,002750,龙津药业,55409232.0,62962724.0,18.09,-7553492.0,-2.17,-30128429.0,-8.66,-25280803.0,-7.26,1592551863,15.92,-,-,-
10.89,3.81,002926,华西证券,54963758.0,64580512.0,9.14,-9616754.0,-1.36,-36844438.0,-5.21,-18119321.0,-2.56,1592551863,7.78,-,-,-
50.85,9.99,300037,新宙邦,53277341.0,80650403.0,14.82,-27373062.0,-5.03,-47001251.0,-8.63,-6276090.0,-1.15,1592551863,9.79,-,-,-
56.75,5.19,300803,指南针,52591933.0,21718779.0,4.27,30873154.0,6.07,-19818798.0,-3.9,-32773135.0,-6.44,1592551863,10.34,-,-,-
11.26,7.03,002208,合肥城建,51025784.0,55588856.0,7.7,-4563072.0,-0.63,-24584860.0,-3.4,-26440924.0,-3.66,1592551863,7.07,-,-,-
6.72,0.9,000813,德展健康,50805358.0,44197742.0,12.48,6607616.0,1.87,-21455192.0,-6.06,-29350168.0,-8.29,1592551863,14.34,-,-,-
10.78,3.45,300177,中海达,50788137.0,42314339.0,13.2,8473798.0,2.64,-32014624.0,-9.99,-18773512.0,-5.86,1592551863,15.85,-,-,-
92.23,2.73,000538,云南白药,50769536.0,43355324.0,5.12,7414212.0,0.87,-25527100.0,-3.01,-25242436.0,-2.98,1592551863,5.99,-,-,-
9.22,10.02,300360,炬华科技,50655178.0,42961477.0,25.26,7693701.0,4.52,-26169450.0,-15.39,-24485728.0,-14.4,1592551863,29.79,-,-,-
4.96,9.98,000416,民生控股,50525684.0,41040073.0,16.48,9485611.0,3.81,-22678350.0,-9.11,-27847334.0,-11.18,1592551863,20.29,-,-,-
6.36,1.6,601816,京沪高铁,50344439.0,33269272.0,6.03,17075167.0,3.1,-7218880.0,-1.31,-43125558.0,-7.82,1592552388,9.13,-,-,-
22.32,10.0,002845,同兴达,50030050.0,26438318.0,16.93,23591732.0,15.11,-24441976.0,-15.65,-25588075.0,-16.39,1592551863,32.04,-,-,-
5.11,0.59,601668,中国建筑,49051806.0,55984706.0,6.99,-6932900.0,-0.87,-24826874.0,-3.1,-24224932.0,-3.03,1592552376,6.13,-,-,-
29.18,1.28,000636,风华高科,48572699.0,78934587.0,5.53,-30361888.0,-2.13,-45534896.0,-3.19,-3037808.0,-0.21,1592551863,3.4,-,-,-
7.29,9.95,600865,百大集团,48479719.0,33614168.0,15.48,14865551.0,6.85,-17669378.0,-8.14,-30810342.0,-14.19,1592552394,22.33,-,-,-
10.46,5.55,002169,智光电气,48403133.0,32106700.0,4.95,16296433.0,2.51,-15987522.0,-2.46,-32415609.0,-4.99,1592551863,7.46,-,-,-
187.06,5.79,603236,移远通信,48198921.0,21459031.0,4.43,26739890.0,5.53,-16536351.0,-3.42,-31662570.0,-6.54,1592552385,9.96,-,-,-
3.2,1.91,601099,太平洋,48088884.0,8044277.0,1.57,40044607.0,7.8,-23303227.0,-4.54,-24785656.0,-4.83,1592552376,9.36,-,-,-
12.27,10.04,300019,硅宝科技,47809335.0,50029144.0,24.28,-2219809.0,-1.08,-24923454.0,-12.09,-22885882.0,-11.11,1592551863,23.2,-,-,-
212.91,3.21,688012,中微公司,47783497.0,36886179.0,4.69,10897318.0,1.39,-43736224.0,-5.56,-4047270.0,-0.51,1592552376,6.08,-,-,-
9.75,10.05,300392,腾信股份,47592102.0,36114787.0,9.08,11477315.0,2.88,-28053437.0,-7.05,-19538665.0,-4.91,1592551863,11.96,-,-,-
20.64,10.02,300612,宣亚国际,47313084.0,46926236.0,9.71,386848.0,0.08,-33117967.0,-6.85,-14195118.0,-2.94,1592551863,9.79,-,-,-
7.01,2.94,002797,第一创业,47098756.0,48771758.0,5.62,-1673002.0,-0.19,-38993136.0,-4.49,-8105621.0,-0.93,1592551863,5.42,-,-,-
114.23,12.12,688157,松井股份,45802986.0,32492970.0,4.35,13310016.0,1.78,-37773210.0,-5.06,-8029765.0,-1.07,1592552392,6.13,-,-,-
6.39,1.75,601319,中国人保,45593218.0,41833026.0,12.7,3760192.0,1.14,-23342482.0,-7.09,-22250738.0,-6.75,1592552403,13.84,-,-,-
97.0,1.12,002985,北摩高科,45059071.0,24044260.0,6.56,21014811.0,5.74,-14698296.0,-4.01,-30360775.0,-8.29,1592551863,12.3,-,-,-
21.43,10.01,002780,三夫户外,45016723.0,29538828.0,5.89,15477895.0,3.09,-25316557.0,-5.05,-19700167.0,-3.93,1592551863,8.97,-,-,-
21.15,5.75,002127,南极电商,43952949.0,7926238.0,1.35,36026711.0,6.13,-16553809.0,-2.82,-27399140.0,-4.67,1592551863,7.48,-,-,-
18.8,7.55,300568,星源材质,43618014.0,13318541.0,4.14,30299473.0,9.41,-38849266.0,-12.07,-4768748.0,-1.48,1592551863,13.55,-,-,-
24.33,0.95,600801,华新水泥,43505865.0,22873239.0,4.34,20632626.0,3.91,-26956423.0,-5.11,-16549442.0,-3.14,1592552389,8.25,-,-,-
48.94,0.7,600309,万华化学,43497937.0,31291685.0,4.06,12206252.0,1.58,-39786156.0,-5.16,-3711780.0,-0.48,1592552397,5.64,-,-,-
32.29,7.53,002709,天赐材料,43484415.0,39819100.0,8.51,3665315.0,0.78,-32254775.0,-6.89,-11229640.0,-2.4,1592551863,9.29,-,-,-
55.2,3.08,600845,宝信软件,43148051.0,19087987.0,4.71,24060064.0,5.94,-25071429.0,-6.19,-18076621.0,-4.46,1592552381,10.65,-,-,-
8.45,2.8,000686,东北证券,43130648.0,30923491.0,6.83,12207157.0,2.69,-28214062.0,-6.23,-14916585.0,-3.29,1592551863,9.52,-,-,-
267.0,2.62,605168,三人行,42732203.0,19587451.0,2.07,23144752.0,2.45,-40953024.0,-4.34,-1779166.0,-0.19,1592552385,4.53,-,-,-
174.68,10.0,002975,博杰股份,41919558.0,36217602.0,9.02,5701956.0,1.42,-31268751.0,-7.79,-10650807.0,-2.65,1592551863,10.45,-,-,-
7.04,1.59,601901,方正证券,41780978.0,37594909.0,10.61,4186069.0,1.18,-12380972.0,-3.49,-29400006.0,-8.3,1592552389,11.79,-,-,-
7.52,2.17,601519,大智慧,41424759.0,8315595.0,1.63,33109164.0,6.49,839548.0,0.16,-42264308.0,-8.29,1592552392,8.12,-,-,-
14.0,2.04,002945,华林证券,40637779.0,17416120.0,4.63,23221659.0,6.17,-24146331.0,-6.42,-16491449.0,-4.38,1592551863,10.8,-,-,-
4.33,2.12,000750,国海证券,40572702.0,42579982.0,9.21,-2007280.0,-0.43,-30406223.0,-6.57,-10166478.0,-2.2,1592551863,8.77,-,-,-
18.43,1.82,300144,宋城演艺,40466737.0,4375861.0,1.22,36090876.0,10.07,-1808370.0,-0.5,-38658367.0,-10.79,1592551863,11.29,-,-,-
159.59,0.81,603392,万泰生物,40453181.0,29325782.0,3.01,11127399.0,1.14,-21506624.0,-2.21,-18946555.0,-1.94,1592552392,4.15,-,-,-
11.29,5.61,002117,东港股份,40379759.0,15536017.0,4.33,24843742.0,6.92,-16627678.0,-4.63,-23752081.0,-6.62,1592551863,11.25,-,-,-
58.2,4.26,300699,光威复材,40322326.0,24183703.0,6.54,16138623.0,4.37,-17767849.0,-4.81,-22554477.0,-6.1,1592551863,10.91,-,-,-
35.76,-1.7,603222,济民制药,40300538.0,16976926.0,7.05,23323612.0,9.68,-32105683.0,-13.33,-8194855.0,-3.4,1592552377,16.73,-,-,-
4.73,2.6,002340,格林美,39708296.0,54403148.0,7.76,-14694852.0,-2.1,-38279484.0,-5.46,-1428813.0,-0.2,1592551863,5.67,-,-,-
12.05,8.46,002365,永安药业,38901065.0,21805890.0,10.65,17095175.0,8.35,-18658763.0,-9.11,-20242303.0,-9.89,1592551863,19.0,-,-,-
28.17,2.07,601628,中国人寿,38578629.0,21941063.0,4.14,16637566.0,3.14,-9214660.0,-1.74,-29363969.0,-5.54,1592552392,7.28,-,-,-
4.13,4.56,600327,大东方,38325535.0,17686924.0,8.77,20638611.0,10.23,-18337236.0,-9.09,-19988300.0,-9.91,1592552385,19.0,-,-,-
48.58,0.68,002938,鹏鼎控股,38277607.0,23808243.0,3.16,14469364.0,1.92,-28797422.0,-3.83,-9480192.0,-1.26,1592551863,5.09,-,-,-
5.9,2.08,601377,兴业证券,38231652.0,46171123.0,11.18,-7939471.0,-1.92,-2511625.0,-0.61,-35720026.0,-8.65,1592552376,9.26,-,-,-
35.33,3.36,002605,姚记科技,37994653.0,34065961.0,4.71,3928692.0,0.54,-11221783.0,-1.55,-26772871.0,-3.7,1592551863,5.25,-,-,-
8.14,2.26,000728,国元证券,37770606.0,24631807.0,7.9,13138799.0,4.21,-23885571.0,-7.66,-13885036.0,-4.45,1592551863,12.11,-,-,-
16.0,3.23,600862,中航高科,37157484.0,5113649.0,1.77,32043835.0,11.08,-14356601.0,-4.96,-22800884.0,-7.88,1592552397,12.85,-,-,-
99.76,6.17,603659,璞泰来,36777719.0,5074205.0,1.02,31703514.0,6.36,6423286.0,1.29,-43201005.0,-8.67,1592552391,7.38,-,-,-
4.7,10.07,000155,川能动力,36616271.0,32185727.0,19.71,4430544.0,2.71,-17050206.0,-10.44,-19566066.0,-11.98,1592551863,22.42,-,-,-
18.94,-0.21,002236,大华股份,36423390.0,3584123.0,0.34,32839267.0,3.1,-7863472.0,-0.74,-28559936.0,-2.69,1592551863,3.43,-,-,-
14.14,10.04,002906,华阳集团,35810999.0,17334642.0,12.84,18476357.0,13.69,-10063712.0,-7.46,-25747288.0,-19.08,1592551863,26.53,-,-,-
3.38,3.36,600297,广汇汽车,35721897.0,22806650.0,13.55,12915247.0,7.68,-15743286.0,-9.36,-19978611.0,-11.87,1592552395,21.23,-,-,-
281.7,3.19,688111,金山办公,35665991.0,8768240.0,2.64,26897751.0,8.08,-29596957.0,-8.9,-6069034.0,-1.82,1592552376,10.72,-,-,-
9.05,0.67,002024,苏宁易购,35598186.0,47999199.0,8.41,-12401013.0,-2.17,-22732685.0,-3.98,-12865502.0,-2.25,1592551863,6.24,-,-,-
70.3,6.55,600600,青岛啤酒,35282796.0,22322506.0,3.99,12960290.0,2.32,-10386351.0,-1.86,-24896444.0,-4.45,1592552377,6.31,-,-,-
17.93,10.0,603787,新日股份,35035856.0,27500597.0,15.83,7535259.0,4.34,-18349035.0,-10.56,-16686820.0,-9.61,1592552379,20.17,-,-,-
